account_id,month,active_days,workflows_run,workflows_errored,seats_used,support_tickets,support_ticket_category
acc_000468,2024-06-01,12,218,4,1,0,none
acc_000469,2023-09-01,8,144,7,2,0,none
acc_000469,2023-10-01,8,154,19,1,0,none
acc_000469,2023-11-01,9,176,6,1,0,none
acc_000469,2023-12-01,8,144,8,1,0,none
acc_000469,2024-01-01,7,167,27,1,0,none
acc_000469,2024-02-01,7,177,20,3,0,none
acc_000469,2024-03-01,9,151,5,1,0,none
acc_000469,2024-04-01,8,157,7,1,1,integration
acc_000469,2024-05-01,16,139,2,2,0,none
acc_000469,2024-05-01,4,164,12,1,0,none
acc_000469,2024-06-01,6,175,40,1,0,none
acc_000470,2023-12-01,5,159,37,2,1,product
acc_000470,2024-01-01,10,133,9,1,0,none
acc_000470,2024-02-01,15,188,34,1,0,none
acc_000470,2024-03-01,8,174,20,1,0,none
acc_000470,2024-04-01,7,134,8,3,0,none
acc_000470,2024-05-01,15,170,13,2,0,none
acc_000470,2024-05-01,13,158,1,1,0,none
acc_000470,2024-06-01,9,167,12,2,0,none
acc_000471,2023-12-01,8,154,7,1,1,product
acc_000471,2024-01-01,16,147,14,1,0,none
acc_000471,2024-02-01,7,166,9,2,0,none
acc_000471,2024-03-01,8,177,14,2,0,none
acc_000471,2024-04-01,12,152,12,2,0,none
acc_000471,2024-05-01,8,172,17,3,0,none
acc_000471,2024-05-01,9,174,14,1,1,product
acc_000471,2024-06-01,9,151,8,1,0,none
acc_000472,2024-01-01,6,141,17,2,0,none
acc_000472,2024-02-01,9,158,22,1,0,none
acc_000472,2024-03-01,6,188,4,1,0,none
acc_000472,2024-04-01,8,149,28,1,0,none
acc_000472,2024-05-01,9,181,13,1,0,none
acc_000472,2024-05-01,9,193,11,3,0,none
acc_000472,2024-06-01,7,146,39,1,0,none
acc_000473,2024-03-01,7,121,7,3,0,none
acc_000473,2024-04-01,7,121,7,1,0,none
acc_000473,2024-05-01,11,118,8,1,0,none
acc_000473,2024-05-01,4,117,3,1,1,integration
acc_000473,2024-06-01,6,132,14,1,0,none
acc_000474,2023-05-01,6,693,239,2,1,billing
acc_000474,2023-06-01,8,716,84,6,0,none
acc_000474,2023-07-01,14,726,26,4,0,none
acc_000474,2023-08-01,14,729,19,1,0,none
acc_000474,2023-09-01,11,687,36,10,0,none
acc_000474,2023-10-01,12,686,71,8,0,none
acc_000474,2023-11-01,14,741,94,9,0,none
acc_000474,2023-12-01,11,713,69,7,0,none
acc_000474,2024-01-01,13,693,55,3,1,product
acc_000474,2024-02-01,12,711,63,4,0,none
acc_000474,2024-03-01,6,702,26,3,0,none
acc_000474,2024-04-01,10,676,75,7,0,none
acc_000474,2024-05-01,9,696,19,7,1,integration
acc_000474,2024-05-01,11,700,34,4,0,none
acc_000474,2024-06-01,8,701,16,8,1,integration
acc_000475,2024-01-01,23,1182,16,4,0,none
acc_000475,2024-02-01,19,1169,96,9,0,none
acc_000475,2024-03-01,16,1239,510,8,0,none
acc_000475,2024-04-01,17,1190,322,6,0,none
acc_000475,2024-05-01,22,1218,330,7,0,none
acc_000475,2024-05-01,23,1216,118,9,0,none
acc_000475,2024-06-01,19,1154,2,7,0,none
acc_000476,2024-05-01,15,197,35,1,0,none
acc_000476,2024-06-01,9,191,10,1,0,none
acc_000477,2024-01-01,13,1193,420,11,1,billing
acc_000477,2024-02-01,24,1210,425,7,0,none
acc_000477,2024-03-01,22,1212,42,10,0,none
acc_000477,2024-04-01,16,1204,139,6,0,none
acc_000477,2024-05-01,15,1225,122,10,0,none
acc_000477,2024-05-01,14,1164,160,14,0,none
acc_000477,2024-06-01,13,1155,325,11,0,none
acc_000478,2023-08-01,11,199,6,1,0,none
acc_000478,2023-09-01,16,208,26,1,0,none
acc_000478,2023-10-01,11,212,28,1,0,none
acc_000478,2023-11-01,16,196,22,1,0,none
acc_000478,2023-12-01,9,217,2,3,0,none
acc_000478,2024-01-01,7,209,9,2,0,none
acc_000478,2024-02-01,10,231,32,1,0,none
acc_000478,2024-03-01,18,223,45,3,0,none
acc_000478,2024-04-01,14,194,9,1,0,none
acc_000478,2024-05-01,11,205,44,2,0,none
acc_000478,2024-05-01,7,209,12,1,0,none
acc_000478,2024-06-01,13,219,49,2,0,none
acc_000479,2024-06-01,17,201,24,3,0,none
acc_000480,2023-09-01,11,128,33,3,0,none
acc_000480,2023-10-01,10,162,7,2,0,none
acc_000480,2023-11-01,11,156,2,2,1,product
acc_000480,2023-12-01,9,162,3,1,0,none
acc_000480,2024-01-01,8,159,8,1,0,none
acc_000480,2024-02-01,8,166,15,1,0,none
acc_000480,2024-03-01,10,167,8,1,1,integration
acc_000480,2024-04-01,14,157,4,1,1,product
acc_000480,2024-05-01,6,169,11,2,0,none
acc_000480,2024-05-01,6,158,31,3,0,none
acc_000480,2024-06-01,7,169,4,1,0,none
acc_000481,2023-10-01,11,1179,257,9,1,billing
acc_000481,2023-11-01,20,1241,163,14,0,none
acc_000481,2023-12-01,16,1153,212,12,1,product
acc_000481,2024-01-01,20,1213,117,7,0,none
acc_000481,2024-02-01,24,1191,37,9,1,product
acc_000481,2024-03-01,27,1178,75,9,0,none
acc_000481,2024-04-01,19,1161,342,11,0,none
acc_000481,2024-05-01,16,1192,71,10,0,none
acc_000481,2024-05-01,21,1183,69,10,0,none
acc_000481,2024-06-01,14,1127,10,14,0,none
acc_000482,2023-06-01,3,140,23,3,0,billing
acc_000482,2023-07-01,6,108,8,1,0,none
acc_000482,2023-08-01,7,111,5,1,0,none
acc_000482,2023-09-01,8,115,4,1,0,none
acc_000482,2023-10-01,11,110,22,1,0,none
acc_000482,2023-11-01,8,111,25,1,0,none
acc_000482,2023-12-01,10,130,30,1,0,none
acc_000482,2024-01-01,7,101,10,2,0,none
acc_000482,2024-02-01,9,135,30,1,0,none
acc_000482,2024-03-01,6,123,8,1,1,product
acc_000482,2024-04-01,11,123,21,1,0,none
acc_000482,2024-05-01,6,135,14,1,0,none
acc_000482,2024-05-01,6,117,17,1,0,none
acc_000482,2024-06-01,11,115,5,1,0,none
acc_000483,2023-09-01,16,205,33,1,1,integration
acc_000483,2023-10-01,14,196,39,3,0,none
acc_000483,2023-11-01,18,183,24,1,0,none
acc_000483,2023-12-01,16,175,8,1,0,none
acc_000483,2024-01-01,10,198,11,1,0,none
acc_000483,2024-02-01,9,190,64,1,0,none
acc_000483,2024-03-01,15,195,2,3,0,none
acc_000483,2024-04-01,13,203,39,3,0,none
acc_000483,2024-05-01,7,192,6,1,0,none
acc_000483,2024-05-01,8,199,31,2,0,none
acc_000483,2024-06-01,17,200,14,1,0,none
acc_000484,2024-05-01,16,917,278,8,0,billing
acc_000484,2024-06-01,20,970,11,3,0,none
acc_000485,2023-08-01,9,153,6,3,0,none
acc_000485,2023-09-01,11,160,3,1,0,none
acc_000485,2023-10-01,6,176,45,2,0,none
acc_000485,2023-11-01,4,159,9,1,0,none
acc_000485,2023-12-01,11,147,8,1,0,none
acc_000485,2024-01-01,10,154,19,2,0,none
acc_000485,2024-02-01,16,140,5,1,0,none
acc_000485,2024-03-01,9,142,6,1,0,none
acc_000485,2024-04-01,14,151,7,1,0,none
acc_000485,2024-05-01,11,170,15,2,1,billing
acc_000485,2024-05-01,6,149,11,1,0,none
acc_000485,2024-06-01,8,155,23,3,0,none
acc_000486,2023-05-01,10,172,56,1,1,billing
acc_000486,2023-06-01,11,172,3,1,0,none
acc_000486,2023-07-01,5,174,26,1,0,none
acc_000486,2023-08-01,9,150,7,2,0,none
acc_000486,2023-09-01,14,169,16,1,0,none
acc_000486,2023-10-01,8,174,2,1,0,none
acc_000486,2023-11-01,10,161,2,2,1,integration
acc_000486,2023-12-01,12,143,3,3,0,none
acc_000486,2024-01-01,18,145,12,3,0,none
acc_000486,2024-02-01,11,152,17,1,0,none
acc_000486,2024-03-01,9,164,15,1,0,none
acc_000486,2024-04-01,6,133,5,1,0,none
acc_000486,2024-05-01,13,152,5,3,0,none
acc_000486,2024-05-01,15,145,15,2,0,none
acc_000486,2024-06-01,11,170,5,1,0,none
acc_000487,2023-07-01,16,940,66,12,0,none
acc_000487,2023-08-01,12,939,43,5,0,none
acc_000487,2023-09-01,15,979,26,4,0,none
acc_000487,2023-10-01,14,955,73,6,0,none
acc_000487,2023-11-01,17,952,18,9,0,none
acc_000487,2023-12-01,16,956,39,9,0,none
acc_000487,2024-01-01,7,1001,78,8,0,none
acc_000487,2024-02-01,14,1020,56,7,0,none
acc_000487,2024-03-01,17,985,167,6,0,none
acc_000487,2024-04-01,15,1003,16,13,0,none
acc_000487,2024-05-01,17,973,117,6,0,none
acc_000487,2024-05-01,13,1009,48,4,0,none
acc_000487,2024-06-01,19,1027,130,11,0,none
acc_000488,2023-06-01,7,171,25,1,0,none
acc_000488,2023-07-01,11,166,23,1,0,none
acc_000488,2023-08-01,4,162,5,1,1,product
acc_000488,2023-09-01,5,172,15,1,0,none
acc_000488,2023-10-01,6,182,11,1,0,none
acc_000488,2023-11-01,7,143,4,2,0,none
acc_000488,2023-12-01,12,176,29,1,0,none
acc_000488,2024-01-01,13,159,13,1,0,none
acc_000488,2024-02-01,5,173,19,2,0,none
acc_000488,2024-03-01,8,140,9,1,0,none
acc_000488,2024-04-01,5,145,15,1,0,none
acc_000488,2024-05-01,6,180,18,2,0,none
acc_000488,2024-05-01,9,160,12,3,0,none
acc_000488,2024-06-01,13,148,2,1,0,none
acc_000489,2023-11-01,19,711,89,6,0,none
acc_000489,2023-12-01,15,724,29,4,1,product
acc_000489,2024-01-01,8,709,45,5,0,none
acc_000489,2024-02-01,5,704,133,8,0,none
acc_000489,2024-03-01,9,697,46,6,0,none
acc_000489,2024-04-01,9,737,95,4,0,none
acc_000489,2024-05-01,11,704,27,2,0,none
acc_000489,2024-05-01,11,686,66,7,0,none
acc_000489,2024-06-01,7,702,41,4,1,integration
acc_000490,2024-03-01,6,156,18,1,0,none
acc_000490,2024-04-01,10,169,18,1,0,none
acc_000490,2024-05-01,8,149,44,1,0,none
acc_000490,2024-05-01,12,152,25,1,0,none
acc_000490,2024-06-01,10,169,53,1,0,none
acc_000491,2024-06-01,25,3920,304,21,1,integration
acc_000492,2024-05-01,11,998,90,7,0,none
acc_000492,2024-05-01,14,941,151,10,0,none
acc_000492,2024-06-01,14,989,73,7,1,product
acc_000493,2023-08-01,14,3934,107,20,0,none
acc_000493,2023-09-01,28,3985,310,13,0,none
acc_000493,2023-10-01,25,4064,391,16,0,none
acc_000493,2023-11-01,21,4024,289,20,0,none
acc_000493,2023-12-01,16,3981,191,26,0,none
acc_000493,2024-01-01,28,4016,85,18,0,none
acc_000493,2024-02-01,14,4023,39,17,0,none
acc_000493,2024-03-01,17,4027,211,25,0,none
acc_000493,2024-04-01,25,4028,867,18,0,none
acc_000493,2024-05-01,20,3930,290,15,0,none
acc_000493,2024-05-01,14,3999,308,22,0,none
acc_000493,2024-06-01,22,4117,441,30,0,none
acc_000494,2024-05-01,9,156,8,1,0,none
acc_000494,2024-06-01,11,173,18,1,0,none
acc_000495,2023-11-01,8,159,33,1,0,none
acc_000495,2023-12-01,13,162,0,1,0,none
acc_000495,2024-01-01,11,178,19,1,0,none
acc_000495,2024-02-01,9,164,18,2,0,none
acc_000495,2024-03-01,5,162,46,2,0,none
acc_000495,2024-04-01,10,144,6,3,0,none
acc_000495,2024-05-01,8,167,29,1,1,integration
acc_000495,2024-05-01,11,148,13,1,0,none
acc_000495,2024-06-01,11,172,36,2,0,none
acc_000496,2023-05-01,19,3917,790,23,1,integration
acc_000496,2023-06-01,20,3945,466,18,0,none
acc_000496,2023-07-01,20,4019,197,20,0,none
acc_000496,2023-08-01,16,3944,310,22,0,none
acc_000496,2023-09-01,18,4060,427,12,0,none
acc_000496,2023-10-01,26,3982,467,23,0,none
acc_000496,2023-11-01,14,3890,223,14,0,none
acc_000496,2023-12-01,23,4008,211,15,0,none
acc_000496,2024-01-01,20,4027,318,21,0,none
acc_000496,2024-02-01,21,3965,427,21,0,none
acc_000496,2024-03-01,23,3902,225,25,0,none
acc_000496,2024-04-01,21,4038,28,21,0,none
acc_000496,2024-05-01,16,3956,69,16,0,none
acc_000496,2024-05-01,19,4078,411,19,0,none
acc_000496,2024-06-01,27,4099,97,18,0,none
acc_000497,2023-06-01,18,230,52,3,1,integration
acc_000497,2023-07-01,11,205,27,3,0,none
acc_000497,2023-08-01,16,198,8,1,0,none
acc_000497,2023-09-01,13,175,4,3,0,none
acc_000497,2023-10-01,14,200,6,2,0,none
acc_000497,2023-11-01,16,210,17,3,0,none
acc_000497,2023-12-01,14,184,30,1,0,none
acc_000497,2024-01-01,11,173,14,3,0,none
acc_000497,2024-02-01,10,190,5,2,1,billing
acc_000497,2024-03-01,20,188,40,2,0,none
acc_000497,2024-04-01,14,241,4,3,0,none
acc_000497,2024-05-01,12,204,9,3,0,none
acc_000497,2024-05-01,11,189,21,1,0,none
acc_000497,2024-06-01,8,175,3,3,0,none
acc_000498,2023-06-01,14,727,110,10,0,none
acc_000498,2023-07-01,9,737,94,3,0,none
acc_000498,2023-08-01,13,703,48,5,0,none
acc_000498,2023-09-01,8,742,23,7,0,none
acc_000498,2023-10-01,10,729,14,8,0,none
acc_000498,2023-11-01,9,718,147,6,0,none
acc_000498,2023-12-01,10,721,73,5,0,none
acc_000498,2024-01-01,10,722,106,5,0,none
acc_000498,2024-02-01,7,718,64,4,0,none
acc_000498,2024-03-01,19,729,196,2,1,integration
acc_000498,2024-04-01,12,724,79,4,0,none
acc_000498,2024-05-01,9,745,25,6,0,none
acc_000498,2024-05-01,14,718,40,3,0,none
acc_000498,2024-06-01,14,784,79,3,0,none
acc_000499,2023-05-01,13,943,162,11,1,integration
acc_000499,2023-06-01,9,945,59,5,0,none
acc_000499,2023-07-01,18,1015,43,6,0,none
acc_000499,2023-08-01,13,980,46,6,0,none
acc_000499,2023-09-01,18,970,123,15,0,none
acc_000499,2023-10-01,14,971,40,8,0,none
acc_000499,2023-11-01,13,940,33,6,1,product
acc_000499,2023-12-01,25,923,65,7,0,none
acc_000499,2024-01-01,14,927,48,5,0,none
acc_000499,2024-02-01,16,906,78,5,0,none
acc_000499,2024-03-01,12,951,8,11,0,none
acc_000499,2024-04-01,18,986,33,3,0,none
acc_000499,2024-05-01,18,968,38,7,0,none
acc_000499,2024-05-01,15,973,97,8,0,none
acc_000499,2024-06-01,15,941,73,8,0,none
acc_000500,2023-05-01,3,82,5,1,0,none
acc_000500,2023-06-01,2,42,6,1,0,none
acc_000500,2023-07-01,1,41,7,2,0,none
acc_000500,2023-08-01,3,81,2,2,1,integration
acc_000500,2023-09-01,6,86,4,1,0,none
acc_000500,2023-10-01,5,77,2,1,0,none
acc_000500,2023-11-01,1,78,1,3,0,none
acc_000500,2023-12-01,4,84,8,3,0,none
acc_000500,2024-01-01,2,92,5,1,0,none
acc_000500,2024-02-01,3,76,9,1,0,none
acc_000500,2024-03-01,3,85,5,1,0,none
acc_000500,2024-04-01,8,78,2,1,0,none
acc_000500,2024-05-01,3,77,1,1,0,none
acc_000500,2024-05-01,6,69,3,1,0,none
acc_000500,2024-06-01,8,89,11,1,0,none
acc_000501,2024-04-01,8,957,82,6,1,product
acc_000501,2024-05-01,18,918,19,3,0,none
acc_000501,2024-05-01,17,974,95,9,0,none
acc_000501,2024-06-01,12,955,43,8,0,none
acc_000502,2023-07-01,3,108,3,2,0,none
acc_000502,2023-08-01,8,131,26,2,0,none
acc_000502,2023-09-01,6,126,12,1,0,none
acc_000502,2023-10-01,8,119,5,1,0,none
acc_000502,2023-11-01,6,123,5,1,0,none
acc_000502,2023-12-01,6,132,22,1,0,none
acc_000502,2024-01-01,6,106,5,1,1,product
acc_000502,2024-02-01,8,120,5,1,0,none
acc_000502,2024-03-01,6,123,23,1,0,none
acc_000502,2024-04-01,9,135,21,3,1,integration
acc_000502,2024-05-01,9,111,11,1,0,none
acc_000502,2024-05-01,8,98,6,2,0,none
acc_000502,2024-06-01,10,109,5,1,0,none
acc_000503,2023-05-01,10,129,7,2,0,none
acc_000503,2023-06-01,5,117,8,1,1,product
acc_000503,2023-07-01,7,111,2,1,0,none
acc_000503,2023-08-01,3,118,14,1,0,none
acc_000503,2023-09-01,2,128,7,1,0,none
acc_000503,2023-10-01,6,109,23,1,0,none
acc_000503,2023-11-01,9,123,7,2,0,none
acc_000503,2023-12-01,9,121,11,1,0,none
acc_000503,2024-01-01,7,125,10,1,1,integration
acc_000503,2024-02-01,10,125,10,2,0,none
acc_000503,2024-03-01,11,119,2,1,0,none
acc_000503,2024-04-01,5,118,9,1,0,none
acc_000503,2024-05-01,7,126,3,1,0,none
acc_000503,2024-05-01,12,130,12,1,0,none
acc_000503,2024-06-01,8,109,9,1,0,none
acc_000504,2023-06-01,16,2943,622,12,0,billing
acc_000504,2023-07-01,11,2999,199,17,0,none
acc_000504,2023-08-01,12,3046,29,16,0,none
acc_000504,2023-09-01,13,2975,352,9,0,none
acc_000504,2023-10-01,17,2820,165,25,0,none
acc_000504,2023-11-01,16,3002,190,18,0,none
acc_000504,2023-12-01,20,3061,130,19,0,none
acc_000504,2024-01-01,17,2917,266,18,0,none
acc_000504,2024-02-01,19,3011,170,20,0,none
acc_000504,2024-03-01,12,3004,17,16,0,none
acc_000504,2024-04-01,9,3044,264,15,0,none
acc_000504,2024-05-01,14,2928,50,15,1,product
acc_000504,2024-05-01,21,2853,75,10,0,none
acc_000504,2024-06-01,12,3070,145,19,0,none
acc_000505,2024-03-01,11,969,133,13,1,billing
acc_000505,2024-04-01,14,992,22,5,0,none
acc_000505,2024-05-01,24,951,16,2,0,none
acc_000505,2024-05-01,19,950,17,9,0,none
acc_000505,2024-06-01,12,955,117,5,0,none
acc_000506,2024-02-01,17,188,13,2,0,none
acc_000506,2024-03-01,16,196,8,3,0,none
acc_000506,2024-04-01,14,204,0,2,1,product
acc_000506,2024-05-01,9,201,24,1,0,none
acc_000506,2024-05-01,10,165,7,2,0,none
acc_000506,2024-06-01,15,214,15,1,0,none
acc_000507,2024-05-01,5,168,39,3,0,none
acc_000507,2024-06-01,11,150,13,2,1,integration
acc_000508,2023-05-01,6,111,3,1,1,product
acc_000508,2023-06-01,7,121,12,1,0,none
acc_000508,2023-07-01,5,128,5,2,1,product
acc_000508,2023-08-01,11,129,33,3,0,none
acc_000508,2023-09-01,9,108,7,3,0,none
acc_000508,2023-10-01,7,121,4,1,0,none
acc_000508,2023-11-01,12,114,6,1,0,none
acc_000508,2023-12-01,3,117,12,1,0,none
acc_000508,2024-01-01,6,134,8,1,0,none
acc_000508,2024-02-01,5,136,10,1,1,product
acc_000508,2024-03-01,12,119,17,1,0,none
acc_000508,2024-04-01,8,114,4,1,0,none
acc_000508,2024-05-01,9,112,5,1,0,none
acc_000508,2024-05-01,6,134,21,2,1,product
acc_000508,2024-06-01,7,117,8,1,0,none
acc_000509,2023-06-01,6,160,33,2,0,none
acc_000509,2023-07-01,12,160,13,1,0,none
acc_000509,2023-08-01,10,152,8,2,0,none
acc_000509,2023-09-01,8,164,2,1,0,none
acc_000509,2023-10-01,9,152,4,1,0,none
acc_000509,2023-11-01,10,141,6,2,0,none
acc_000509,2023-12-01,11,159,5,1,0,none
acc_000509,2024-01-01,12,149,5,1,0,none
acc_000509,2024-02-01,9,152,16,1,0,none
acc_000509,2024-03-01,5,171,6,3,0,none
acc_000509,2024-04-01,19,176,13,3,0,none
acc_000509,2024-05-01,8,138,11,2,0,none
acc_000509,2024-05-01,6,148,14,3,0,none
acc_000509,2024-06-01,8,141,4,1,0,none
acc_000510,2024-02-01,19,1176,379,12,0,none
acc_000510,2024-03-01,24,1129,168,8,0,none
acc_000510,2024-04-01,13,1254,91,12,0,none
acc_000510,2024-05-01,14,1213,76,10,1,product
acc_000510,2024-05-01,17,1213,24,7,0,none
acc_000510,2024-06-01,21,1143,70,12,0,none
acc_000511,2024-02-01,6,488,10,4,0,none
acc_000511,2024-03-01,4,234,17,8,0,none
acc_000511,2024-04-01,1,274,7,1,0,none
acc_000511,2024-05-01,9,460,39,2,0,none
acc_000511,2024-05-01,7,464,28,8,0,none
acc_000511,2024-06-01,7,472,27,2,0,none
acc_000512,2023-07-01,15,3989,434,17,0,none
acc_000512,2023-08-01,20,3988,123,23,0,none
acc_000512,2023-09-01,14,3968,488,20,0,none
acc_000512,2023-10-01,17,3963,143,14,0,none
acc_000512,2023-11-01,18,4038,264,19,0,none
acc_000512,2023-12-01,21,3924,470,16,0,none
acc_000512,2024-01-01,21,4032,452,22,0,none
acc_000512,2024-02-01,21,4005,85,24,0,none
acc_000512,2024-03-01,20,4116,410,19,0,none
acc_000512,2024-04-01,27,4006,31,23,0,none
acc_000512,2024-05-01,14,4051,93,18,0,none
acc_000512,2024-05-01,21,4027,128,14,0,none
acc_000512,2024-06-01,20,3952,159,25,0,none
acc_000513,2024-05-01,14,194,3,2,1,product
acc_000513,2024-06-01,17,209,20,2,0,none
acc_000514,2023-09-01,26,4962,467,22,0,none
acc_000514,2023-10-01,26,4968,290,24,0,none
acc_000514,2023-11-01,19,5042,174,26,0,none
acc_000514,2023-12-01,25,4886,488,22,0,none
acc_000514,2024-01-01,27,5101,377,19,0,none
acc_000514,2024-02-01,28,5024,269,18,0,none
acc_000514,2024-03-01,23,5066,171,18,0,none
acc_000514,2024-04-01,25,5048,771,26,0,none
acc_000514,2024-05-01,18,4927,349,21,0,none
acc_000514,2024-05-01,26,4935,948,16,0,none
acc_000514,2024-06-01,24,4933,356,35,0,none
acc_000515,2023-05-01,11,114,27,2,0,none
acc_000515,2023-06-01,4,114,14,1,0,none
acc_000515,2023-07-01,10,110,13,1,1,billing
acc_000515,2023-08-01,11,102,2,1,0,none
acc_000515,2023-09-01,8,115,15,2,1,product
acc_000515,2023-10-01,7,137,21,1,0,none
acc_000515,2023-11-01,8,124,10,1,1,integration
acc_000515,2023-12-01,6,114,12,1,0,none
acc_000515,2024-01-01,7,125,16,2,0,none
acc_000515,2024-02-01,9,120,15,3,0,none
acc_000515,2024-03-01,7,118,15,1,1,product
acc_000515,2024-04-01,5,112,14,1,0,none
acc_000515,2024-05-01,7,123,7,2,0,none
acc_000515,2024-05-01,8,120,10,1,1,product
acc_000515,2024-06-01,8,150,4,1,0,none
acc_000516,2023-05-01,28,5083,1058,21,1,billing
acc_000516,2023-06-01,20,4984,331,17,0,none
acc_000516,2023-07-01,28,4992,824,29,1,product
acc_000516,2023-08-01,17,5076,21,21,0,none
acc_000516,2023-09-01,19,4953,669,25,0,none
acc_000516,2023-10-01,24,4986,254,21,0,none
acc_000516,2023-11-01,25,5096,1300,34,0,none
acc_000516,2023-12-01,21,5068,355,11,0,none
acc_000516,2024-01-01,19,4980,492,27,0,none
acc_000516,2024-02-01,21,4864,630,31,0,none
acc_000516,2024-03-01,23,4951,185,22,0,none
acc_000516,2024-04-01,15,4925,761,24,0,none
acc_000516,2024-05-01,23,5026,325,20,0,none
acc_000516,2024-05-01,23,5128,151,22,0,none
acc_000516,2024-06-01,28,4989,1042,19,1,integration
acc_000517,2023-12-01,14,207,27,2,1,product
acc_000517,2024-01-01,13,195,26,2,0,none
acc_000517,2024-02-01,5,205,1,2,0,none
acc_000517,2024-03-01,9,195,15,1,1,billing
acc_000517,2024-04-01,8,193,16,2,0,none
acc_000517,2024-05-01,18,191,9,1,0,none
acc_000517,2024-05-01,13,171,17,2,0,none
acc_000517,2024-06-01,11,192,2,3,0,none
acc_000518,2024-04-01,11,156,42,1,0,billing
acc_000518,2024-05-01,8,144,20,1,0,none
acc_000518,2024-05-01,8,163,25,2,1,product
acc_000518,2024-06-01,10,160,4,1,0,none
acc_000519,2023-09-01,11,207,15,3,0,none
acc_000519,2023-10-01,14,208,13,1,0,none
acc_000519,2023-11-01,5,185,9,2,0,none
acc_000519,2023-12-01,14,181,14,3,0,none
acc_000519,2024-01-01,10,190,25,2,0,none
acc_000519,2024-02-01,12,193,13,1,0,none
acc_000519,2024-03-01,13,191,13,1,1,product
acc_000519,2024-04-01,14,167,7,1,0,none
acc_000519,2024-05-01,13,210,3,3,0,none
acc_000519,2024-05-01,15,229,2,1,0,none
acc_000519,2024-06-01,9,217,16,1,0,none
acc_000520,2024-03-01,10,190,25,1,1,billing
acc_000520,2024-04-01,20,187,10,2,0,none
acc_000520,2024-05-01,7,213,22,3,0,none
acc_000520,2024-05-01,11,202,20,2,0,none
acc_000520,2024-06-01,14,214,16,1,1,product
acc_000521,2023-05-01,2,77,12,1,0,none
acc_000521,2023-06-01,1,38,5,1,0,none
acc_000521,2023-07-01,1,43,3,1,0,none
acc_000521,2023-08-01,6,75,14,2,0,none
acc_000521,2023-09-01,5,81,6,1,0,none
acc_000521,2023-10-01,5,88,23,2,0,none
acc_000521,2023-11-01,9,68,11,1,0,none
acc_000521,2023-12-01,5,93,13,2,0,none
acc_000521,2024-01-01,3,80,12,1,0,none
acc_000521,2024-02-01,6,87,9,1,1,product
acc_000521,2024-03-01,5,69,11,1,0,none
acc_000521,2024-04-01,3,90,11,2,0,none
acc_000521,2024-05-01,3,68,7,1,0,none
acc_000521,2024-05-01,4,64,2,1,0,none
acc_000521,2024-06-01,2,81,17,1,0,none
acc_000522,2023-10-01,6,463,241,2,0,none
acc_000522,2023-11-01,7,237,44,3,0,none
acc_000522,2023-12-01,5,266,47,4,0,none
acc_000522,2024-01-01,7,478,49,3,0,none
acc_000522,2024-02-01,12,505,49,5,0,none
acc_000522,2024-03-01,7,475,62,5,0,none
acc_000522,2024-04-01,9,476,12,6,0,none
acc_000522,2024-05-01,6,471,46,4,0,none
acc_000522,2024-05-01,6,524,59,6,0,none
acc_000522,2024-06-01,8,530,48,4,0,none
acc_000523,2024-06-01,9,168,57,1,0,none
acc_000524,2023-05-01,7,232,61,1,0,none
acc_000524,2023-06-01,11,213,7,1,0,none
acc_000524,2023-07-01,11,199,15,1,0,none
acc_000524,2023-08-01,14,193,12,2,1,product
acc_000524,2023-09-01,12,170,19,2,0,none
acc_000524,2023-10-01,12,171,13,2,0,none
acc_000524,2023-11-01,10,196,28,3,0,none
acc_000524,2023-12-01,17,186,23,1,0,none
acc_000524,2024-01-01,16,205,9,2,0,none
acc_000524,2024-02-01,13,203,31,1,0,none
acc_000524,2024-03-01,13,193,29,1,0,none
acc_000524,2024-04-01,10,213,27,2,0,none
acc_000524,2024-05-01,10,220,32,1,0,none
acc_000524,2024-05-01,12,210,5,1,0,none
acc_000524,2024-06-01,11,216,31,3,0,none
acc_000525,2024-03-01,10,154,33,2,1,integration
acc_000525,2024-04-01,7,173,9,1,0,none
acc_000525,2024-05-01,7,169,15,3,0,none
acc_000525,2024-05-01,14,158,20,1,0,none
acc_000525,2024-06-01,7,176,13,2,0,none
acc_000526,2023-05-01,12,160,59,3,1,billing
acc_000526,2023-06-01,12,156,77,1,0,none
acc_000526,2023-07-01,7,176,71,2,0,none
acc_000526,2023-08-01,9,178,33,3,0,none
acc_000526,2023-09-01,11,161,24,1,1,product
acc_000526,2023-10-01,7,154,9,1,0,none
acc_000526,2023-11-01,8,147,4,2,0,none
acc_000526,2023-12-01,9,169,20,1,1,product
acc_000526,2024-01-01,8,138,6,2,0,none
acc_000526,2024-02-01,7,154,34,1,0,none
acc_000526,2024-03-01,12,160,20,3,0,none
acc_000526,2024-04-01,7,148,17,2,0,none
acc_000526,2024-05-01,8,173,21,2,0,none
acc_000526,2024-05-01,14,173,24,2,0,none
acc_000526,2024-06-01,7,152,14,2,0,none
acc_000527,2023-05-01,19,1211,59,11,0,none
acc_000527,2023-06-01,21,1225,118,7,0,none
acc_000527,2023-07-01,19,1184,196,3,0,none
acc_000527,2023-08-01,22,1178,59,6,0,none
acc_000527,2023-09-01,15,1211,181,10,0,none
acc_000527,2023-10-01,22,1262,156,10,0,none
