account_id,account_name,plan_tier,vertical,company_size,acquisition_channel,integration_count,account_age_days,contract_value_aud,churned_90d,upgraded_90d
acc_000323,"Ramsey, Whitney and Coffey",starter,revops,mid,partner,1,232,4146.16,False,False
acc_000324,"Diaz, Gibbs and Smith",enterprise,it_ops,small,referral,3,395,37112.65,False,False
acc_000325,"Martinez, Richardson and Curry",enterprise,customer_success,mid,paid_search,2,453,78472.01,True,False
acc_000326,Richards-Carson,enterprise,customer_success,small,outbound,1,330,51535.39,False,False
acc_000327,Rodriguez-Hall,starter,mixed,small,paid_search,2,81,2687.88,True,False
acc_000328,Harvey PLC,pro,finance,mid,paid_search,3,311,23602.39,True,False
acc_000329,Herman-Walker,starter,customer_success,large,referral,2,363,1918.04,False,False
acc_000330,Reid Group,enterprise,hr,mid,partner,3,75,88706.89,True,False
acc_000331,"Turner, Ortiz and Taylor",starter,customer_success,large,paid_search,2,501,1830.23,False,False
acc_000332,Torres Group,enterprise,finance,large,partner,0,233,100916.46,False,False
acc_000333,Davis PLC,starter,customer_success,large,referral,1,49,1233.36,False,False
acc_000334,Price LLC,pro,finance,large,referral,2,536,17543.62,False,False
acc_000335,"Avery, Horton and Fernandez",pro,mixed,small,outbound,3,169,9470.61,False,False
acc_000336,"Newton, Moore and Perry",starter,finance,mid,paid_search,2,125,1250.7,True,False
acc_000337,Bass PLC,starter,hr,mid,paid_search,1,342,4282.13,False,False
acc_000338,Crosby-Ramirez,enterprise,it_ops,mid,paid_search,3,372,38584.66,False,False
acc_000339,"Wood, Ramos and Sampson",enterprise,revops,large,paid_search,1,226,51196.91,False,False
acc_000340,Garcia-Jennings,pro,mixed,small,organic,5,35,10707.96,True,False
acc_000341,"Winters, Newman and Brown",starter,hr,mid,referral,2,111,2659.5,False,False
acc_000342,Lopez-Martinez,pro,mixed,mid,referral,3,90,17496.8,False,False
acc_000343,Davis-Lewis,enterprise,hr,small,partner,3,274,43786.7,False,False
acc_000344,"Harper, Smith and Buchanan",pro,customer_success,small,outbound,4,271,19632.31,True,False
acc_000345,Zhang PLC,pro,it_ops,mid,outbound,1,335,21716.43,False,False
acc_000346,Jones PLC,starter,revops,mid,paid_search,2,318,1603.95,False,False
acc_000347,Willis and Sons,pro,mixed,small,outbound,2,114,11906.12,False,False
acc_000348,Schroeder-Kramer,pro,finance,small,outbound,2,76,22180.01,False,False
acc_000349,"Smith, Garrison and Thomas",starter,finance,small,referral,2,318,1407.85,False,False
acc_000350,Fernandez and Sons,starter,it_ops,mid,referral,1,448,1210.86,False,False
acc_000351,Guerrero Inc,starter,finance,small,organic,2,307,4778.85,False,False
acc_000352,Smith and Sons,enterprise,finance,large,paid_search,3,239,46198.32,False,False
acc_000353,"Morris, Thompson and Williams",starter,customer_success,mid,partner,1,221,4774.28,True,False
acc_000354,"Fisher, Wilson and Brown",starter,it_ops,large,referral,2,379,4670.92,False,False
acc_000355,Strickland-Palmer,pro,finance,large,paid_search,3,538,15670.65,True,False
acc_000356,Hayes and Sons,pro,customer_success,small,paid_search,2,41,23612.83,True,False
acc_000357,"Williams, Logan and Camacho",starter,customer_success,small,referral,2,147,2091.04,False,False
acc_000358,"Turner, Schneider and Johnson",starter,hr,large,organic,2,87,1315.98,False,False
acc_000359,Boone-Simmons,pro,customer_success,large,partner,1,153,9709.47,False,False
acc_000360,Henry Group,starter,finance,mid,organic,2,54,2081.04,False,True
acc_000361,Lam LLC,starter,revops,mid,organic,2,427,1403.2,False,False
acc_000362,"Hernandez, Martinez and Weber",pro,hr,mid,organic,1,193,16394.55,False,False
acc_000363,"Kelley, Nguyen and Vang",pro,it_ops,small,organic,2,534,17883.82,False,False
acc_000364,"Phillips, Wagner and Jordan",starter,hr,small,partner,2,480,3846.76,False,False
acc_000365,"Wilson, Pena and Rich",starter,customer_success,mid,paid_search,2,206,4589.71,False,False
acc_000366,"Le, Lewis and Hayes",pro,it_ops,small,referral,5,106,11397.99,False,False
acc_000367,Gutierrez Group,starter,revops,small,paid_search,2,469,3747.28,False,False
acc_000368,Perry-Davis,pro,mixed,mid,partner,5,315,15539.85,False,False
acc_000369,Edwards-Scott,starter,hr,small,paid_search,2,260,4249.68,True,False
acc_000370,Mcdaniel Group,starter,customer_success,small,paid_search,2,374,3377.89,True,False
acc_000371,Davis Inc,starter,finance,mid,outbound,2,373,3211.86,False,False
acc_000372,Reynolds Ltd,starter,it_ops,small,partner,1,37,1962.51,False,False
acc_000373,"Watson, Anderson and Brown",starter,customer_success,mid,organic,2,498,2073.34,False,True
acc_000374,"Hoffman, Santiago and Jenkins",pro,hr,large,outbound,2,427,11095.07,False,False
acc_000375,"Pugh, Henderson and Moon",starter,customer_success,small,referral,1,481,2990.2,True,False
acc_000376,Schmitt PLC,starter,mixed,mid,organic,2,498,1931.26,False,False
acc_000377,Bell-Lane,starter,finance,large,organic,1,38,2138.79,False,False
acc_000378,Moore Group,enterprise,revops,small,paid_search,4,198,50701.68,False,False
acc_000379,Boone LLC,pro,hr,mid,partner,3,202,10631.88,False,True
acc_000380,"Richardson, Farmer and Andrews",pro,mixed,mid,referral,4,116,19189.9,False,False
acc_000381,Bruce-Villegas,starter,finance,mid,paid_search,2,485,3151.69,True,False
acc_000382,"Austin, Day and Johnson",pro,finance,small,organic,2,513,20723.93,False,False
acc_000383,"Gallegos, Adams and White",starter,finance,small,outbound,1,64,3745.81,False,False
acc_000384,"Farmer, Dorsey and Bell",starter,revops,small,outbound,2,371,4562.05,False,True
acc_000385,Kane PLC,enterprise,customer_success,small,outbound,1,240,31066.59,False,False
acc_000386,"Morales, Thomas and Schultz",pro,hr,large,paid_search,4,446,18561.46,False,True
acc_000387,Davis PLC,starter,mixed,small,partner,1,298,1736.03,True,False
acc_000388,Bennett Group,starter,revops,mid,paid_search,2,233,1484.47,False,True
acc_000389,Moore-Collins,enterprise,revops,small,outbound,0,183,91563.75,False,False
acc_000390,Frank-Bradley,pro,customer_success,large,organic,1,77,13295.01,False,True
acc_000391,Ware and Sons,starter,revops,mid,organic,2,72,2999.49,False,False
acc_000392,Webster Inc,starter,it_ops,mid,organic,2,78,4421.25,False,False
acc_000393,"Miller, Ramos and Coleman",enterprise,hr,large,outbound,4,320,72795.03,False,False
acc_000394,"Ramos, Nelson and Fischer",starter,finance,large,partner,2,318,3569.19,False,False
acc_000395,Reed Inc,starter,it_ops,small,paid_search,1,103,3908.12,False,False
acc_000396,Gregory-Watkins,pro,revops,small,paid_search,0,153,16200.53,False,False
acc_000397,"Estrada, Williams and Foster",pro,customer_success,mid,referral,5,408,8519.11,False,False
acc_000398,"Brown, Harris and Dougherty",enterprise,customer_success,mid,partner,2,57,38791.72,False,False
acc_000399,Duran LLC,starter,finance,mid,outbound,2,334,2628.13,True,False
acc_000400,Wilson-Jimenez,pro,finance,small,partner,0,281,10106.49,True,False
acc_000401,Thompson-James,pro,hr,small,outbound,1,224,7542.49,False,True
acc_000402,"Hall, Hansen and Barnett",pro,it_ops,mid,paid_search,1,108,12840.0,True,False
acc_000403,Jones-Hensley,pro,finance,small,referral,0,76,6093.51,False,False
acc_000404,Graham Group,starter,hr,small,paid_search,2,125,2751.53,False,False
acc_000405,Atkins PLC,pro,revops,small,paid_search,2,313,7675.16,True,False
acc_000406,Berry-Mckinney,pro,hr,small,referral,3,228,20025.04,False,False
acc_000407,Roberts-Sullivan,pro,revops,large,paid_search,1,296,9052.49,False,False
acc_000408,Jackson-Meza,starter,finance,small,referral,1,62,1801.95,False,False
acc_000409,Collier-Gillespie,starter,hr,mid,referral,2,513,2087.72,False,False
acc_000410,Kim Inc,pro,revops,small,paid_search,6,185,6121.81,False,True
acc_000411,Graham Group,starter,it_ops,small,organic,2,255,2405.05,False,False
acc_000412,"Miller, Harrell and Reese",pro,it_ops,large,paid_search,1,194,16857.8,False,False
acc_000413,Cook and Sons,pro,revops,small,referral,2,193,11246.07,False,False
acc_000414,Dixon Inc,pro,revops,mid,paid_search,4,222,11045.4,False,True
acc_000415,"Hicks, Bullock and Bailey",pro,hr,large,paid_search,2,540,15821.32,False,False
acc_000416,"Mullen, Brewer and Hernandez",pro,revops,large,referral,2,392,9773.67,False,False
acc_000417,Thomas and Sons,pro,it_ops,small,organic,2,437,13364.55,True,False
acc_000418,Morrison Ltd,starter,customer_success,small,outbound,2,396,2723.26,False,False
acc_000419,Thompson Ltd,starter,revops,mid,outbound,2,303,3023.81,True,False
acc_000420,Marshall-Elliott,enterprise,customer_success,mid,organic,3,214,93147.09,False,False
acc_000421,"Cole, Glass and Cunningham",pro,revops,large,paid_search,1,157,17836.83,False,False
acc_000422,"Downs, Morris and Maddox",starter,customer_success,small,partner,2,376,3528.28,False,False
acc_000423,Hernandez-Jones,enterprise,hr,mid,paid_search,1,80,53286.45,True,False
acc_000424,Welch-Hogan,pro,revops,mid,outbound,3,258,12734.15,False,False
acc_000425,"Brown, Romero and Collins",starter,customer_success,mid,paid_search,0,540,1288.43,True,False
acc_000426,Johnson-Wood,starter,revops,large,paid_search,1,511,3828.54,False,False
acc_000427,Jones-Lin,starter,hr,mid,outbound,0,208,2914.19,True,False
acc_000428,Gilbert PLC,starter,customer_success,small,referral,2,444,3758.8,True,False
acc_000429,Ford-Spencer,starter,hr,small,organic,1,506,4742.04,False,False
acc_000430,"Huang, Cole and Pacheco",starter,finance,small,outbound,1,520,2863.39,False,False
acc_000431,"Lopez, Jacobs and Mason",pro,customer_success,small,outbound,0,232,6525.46,False,False
acc_000432,Hayes LLC,pro,finance,mid,referral,3,390,9866.33,False,False
acc_000433,"Miller, Lucas and Williams",starter,customer_success,mid,outbound,0,439,4339.13,False,False
acc_000434,"Kim, Gonzales and Mills",starter,hr,mid,paid_search,1,471,2962.14,False,False
acc_000435,Cox LLC,enterprise,hr,small,referral,1,88,61313.22,False,False
acc_000436,Ortiz-Morgan,pro,customer_success,mid,organic,1,182,22536.29,False,False
acc_000437,"Williams, Mccoy and Cook",pro,customer_success,small,paid_search,6,89,9294.8,True,False
acc_000438,Davis-Gregory,pro,revops,small,paid_search,2,226,13614.7,False,False
acc_000439,King-York,starter,revops,large,partner,2,118,3197.69,True,False
acc_000440,"Marks, Cook and Aguilar",starter,finance,small,referral,2,57,4315.88,True,False
acc_000441,Rangel LLC,enterprise,revops,small,referral,5,317,75489.42,False,False
acc_000442,"Hale, Myers and Larson",starter,customer_success,small,organic,2,280,1802.11,False,False
acc_000443,Collins Group,pro,it_ops,small,paid_search,2,145,15676.96,False,False
acc_000444,"Conner, Li and Santiago",starter,revops,mid,organic,1,311,3038.9,False,False
acc_000445,"Osborn, Gaines and Davis",pro,hr,mid,partner,3,307,20807.0,False,False
acc_000446,"Henderson, Cox and Cox",starter,customer_success,mid,partner,2,82,3849.56,False,True
acc_000447,Bean LLC,pro,hr,large,paid_search,4,164,12274.39,True,False
acc_000448,Lee-Cooke,pro,revops,large,organic,5,151,9777.81,False,True
acc_000449,Jones Inc,pro,customer_success,large,outbound,4,249,8987.67,False,False
acc_000450,"Wise, Conley and Stephenson",starter,hr,small,paid_search,2,209,3116.21,True,False
acc_000451,Stanley PLC,pro,finance,large,referral,2,323,10812.18,False,False
acc_000452,Harper and Sons,pro,mixed,mid,paid_search,3,522,19501.69,False,False
acc_000453,White Ltd,starter,finance,small,outbound,2,389,4317.88,False,True
acc_000454,"Lamb, Martin and Kim",starter,customer_success,mid,organic,2,376,2613.72,False,False
acc_000455,Diaz-Ball,starter,customer_success,mid,referral,0,68,3481.06,False,False
acc_000456,Bishop-Goodwin,enterprise,finance,mid,paid_search,0,509,108958.56,False,False
acc_000457,Young-Allen,starter,revops,mid,organic,1,463,3837.81,False,False
acc_000458,Mckee-Lee,pro,revops,mid,referral,4,62,20322.2,False,True
acc_000459,"Valentine, Joyce and Murray",starter,mixed,mid,referral,2,195,4182.04,False,False
acc_000460,Strickland-Shaw,starter,revops,mid,referral,1,205,4418.96,False,False
acc_000461,Burch-Montoya,pro,finance,mid,organic,5,38,8236.27,False,False
acc_000462,"Taylor, Wright and Davidson",pro,revops,small,partner,2,133,23922.49,False,False
acc_000463,Spencer-Garcia,enterprise,mixed,small,organic,5,478,54661.75,False,False
acc_000464,"Rosales, Mitchell and Hines",pro,hr,small,partner,2,114,6932.17,True,False
acc_000465,Cole-Palmer,pro,customer_success,mid,referral,5,76,18666.56,False,False
acc_000466,Davis-Lozano,starter,revops,small,paid_search,1,378,2802.24,False,False
acc_000467,Wilkerson-Arias,starter,hr,small,organic,2,385,1675.83,True,False
acc_000468,Brown-Shaw,starter,revops,mid,paid_search,2,190,2523.22,False,False
acc_000469,Hughes Inc,starter,revops,mid,organic,2,358,4774.58,False,False
acc_000470,Walker-Flores,starter,revops,small,outbound,2,255,2464.28,False,False
acc_000471,Combs Ltd,starter,customer_success,large,outbound,2,256,4295.87,False,False
acc_000472,Moody-Taylor,starter,finance,mid,outbound,1,226,2465.53,True,False
acc_000473,Lowery-Kennedy,starter,it_ops,small,outbound,2,157,3192.23,False,False
acc_000474,Blake Group,pro,customer_success,mid,outbound,2,464,21247.26,False,False
acc_000475,Gilbert-Bullock,pro,hr,mid,paid_search,0,230,11319.76,False,False
acc_000476,Scott and Sons,starter,mixed,large,referral,2,87,2067.89,False,False
acc_000477,"Bentley, Lynch and Henderson",pro,finance,large,paid_search,1,214,22810.64,False,False
acc_000478,Young-Martinez,starter,it_ops,mid,referral,0,379,1821.97,False,False
acc_000479,Barnes PLC,starter,mixed,small,outbound,2,37,2143.87,False,False
acc_000480,Brown-Copeland,starter,finance,mid,outbound,2,351,3765.46,False,False
acc_000481,Carlson-Smith,pro,revops,small,outbound,4,305,17088.85,False,True
acc_000482,"Andrews, Higgins and Carter",starter,hr,mid,paid_search,1,443,1759.36,False,False
acc_000483,Mendez and Sons,starter,revops,mid,outbound,1,359,1438.01,False,False
acc_000484,"Butler, Beck and Miller",pro,customer_success,large,paid_search,1,74,22643.3,False,False
acc_000485,Jones-Fox,starter,customer_success,small,outbound,2,366,3866.37,False,False
acc_000486,"Hartman, Romero and Smith",starter,customer_success,mid,paid_search,2,517,2448.14,True,False
acc_000487,Williams-Hughes,pro,it_ops,small,referral,2,413,20060.23,False,False
acc_000488,King-Smith,starter,mixed,mid,paid_search,2,443,2745.57,False,False
acc_000489,Cooper Ltd,pro,hr,large,outbound,1,284,14193.56,False,False
acc_000490,"Fuller, Ingram and Moss",starter,revops,mid,referral,0,160,3983.98,False,False
acc_000491,Anderson-Bell,enterprise,customer_success,small,organic,3,31,33963.41,False,False
acc_000492,Li-Thompson,pro,hr,mid,referral,2,106,9221.3,False,False
acc_000493,"Marshall, Dominguez and Welch",enterprise,finance,mid,organic,2,365,67743.24,False,False
acc_000494,Brown Group,starter,revops,mid,paid_search,2,69,3257.53,True,False
acc_000495,Carter Inc,starter,customer_success,small,paid_search,1,294,4733.09,False,False
acc_000496,Blackwell LLC,enterprise,finance,mid,referral,2,462,57962.8,False,False
acc_000497,Robertson-Hays,starter,revops,small,referral,2,431,2294.07,False,False
acc_000498,"Kennedy, Johnson and Lucas",pro,revops,mid,referral,1,425,19965.95,False,False
acc_000499,Kelly-Norman,pro,revops,mid,paid_search,5,507,13380.65,False,True
acc_000500,"Rivera, Martinez and Richardson",starter,hr,large,organic,2,516,2406.06,False,False
acc_000501,Paul-Kline,pro,hr,mid,referral,2,135,15536.66,False,False
acc_000502,Morgan-Lopez,starter,revops,small,partner,1,394,2207.37,True,False
acc_000503,"Jimenez, Glass and Stone",starter,hr,large,referral,2,488,2540.97,False,False
acc_000504,Acosta Inc,enterprise,finance,small,paid_search,6,449,65491.62,True,False
acc_000505,Morrison-Short,pro,finance,mid,paid_search,3,179,10697.84,False,False
acc_000506,"Carter, Garcia and Murphy",starter,it_ops,mid,organic,2,192,2829.93,False,False
acc_000507,Parker-Morrison,starter,mixed,small,organic,2,85,1759.48,False,False
acc_000508,Jackson-Wallace,starter,revops,small,outbound,2,523,3973.21,True,False
acc_000509,Williams-Berg,starter,revops,large,paid_search,2,443,3669.8,False,False
acc_000510,Mendez-Graham,pro,customer_success,small,organic,1,197,8669.83,False,True
acc_000511,"Whitney, Gould and Jones",pro,mixed,small,paid_search,3,183,10683.0,False,False
acc_000512,"Sullivan, Palmer and Brady",enterprise,finance,small,referral,5,413,79510.88,False,False
acc_000513,Cisneros and Sons,starter,finance,mid,paid_search,2,61,4189.34,False,False
acc_000514,"Gregory, Kim and Martinez",enterprise,finance,mid,referral,3,352,114381.74,False,False
acc_000515,Osborne LLC,starter,revops,large,paid_search,2,540,1432.1,False,False
acc_000516,Reyes-Bradley,enterprise,revops,small,partner,1,454,102799.85,False,False
acc_000517,"Hernandez, Cole and Watson",starter,mixed,small,partner,2,251,4158.07,False,False
acc_000518,Hines-Berry,starter,finance,mid,paid_search,2,139,4469.9,False,False
acc_000519,"Richardson, Edwards and Ramirez",starter,revops,small,outbound,2,345,2084.83,False,False
acc_000520,Johnson and Sons,starter,revops,mid,paid_search,2,173,2578.85,False,True
acc_000521,Holmes-Mcintyre,starter,customer_success,mid,paid_search,0,538,4087.81,False,False
acc_000522,Green LLC,pro,mixed,mid,referral,0,308,20065.83,False,False
acc_000523,"Griffin, Davies and Mitchell",starter,revops,small,paid_search,2,43,2347.96,False,False
acc_000524,Gonzalez-Taylor,starter,mixed,mid,paid_search,2,537,2898.06,False,False
acc_000525,Hayes Ltd,starter,revops,small,paid_search,2,156,3564.71,False,False
acc_000526,Osborn-Cochran,starter,it_ops,large,paid_search,0,540,4612.09,False,False
acc_000527,Contreras-Mckinney,pro,mixed,small,partner,1,537,21213.98,False,False
acc_000528,"Daniels, Vance and York",starter,revops,mid,outbound,1,497,3329.62,False,False
acc_000529,"Mckinney, Graves and Thompson",pro,hr,mid,paid_search,2,515,9388.21,False,True
acc_000530,Hicks-Martinez,enterprise,mixed,mid,referral,5,281,33416.74,False,False
acc_000531,Conner and Sons,starter,customer_success,small,referral,2,199,4504.43,False,False
acc_000532,Johnson-Spencer,starter,finance,mid,partner,2,462,4325.58,False,False
acc_000533,Mcdonald-Bird,starter,finance,mid,paid_search,1,86,4247.33,False,False
acc_000534,Salazar Inc,pro,mixed,small,partner,6,232,16548.3,False,False
acc_000535,Parker Ltd,starter,hr,large,organic,2,253,4050.63,False,False
acc_000536,"Mendoza, Jenkins and Ortiz",enterprise,customer_success,small,partner,5,385,110064.02,False,False
acc_000537,"Jones, Compton and Day",pro,hr,mid,organic,4,223,11522.82,False,False
acc_000538,Owens-Holmes,pro,finance,mid,partner,4,515,16311.03,False,False
acc_000539,Humphrey PLC,pro,it_ops,mid,paid_search,0,192,22578.69,False,False
acc_000540,"Matthews, Saunders and Anderson",enterprise,hr,mid,partner,2,102,59805.16,False,False
acc_000541,"Bartlett, Brown and Martinez",starter,hr,small,outbound,2,523,1519.41,True,False
acc_000542,Torres and Sons,pro,customer_success,large,referral,2,165,9774.32,False,False
acc_000543,Donovan-Perez,pro,hr,mid,organic,1,54,12946.87,False,False
acc_000544,"Jacobson, Singleton and King",pro,mixed,large,referral,3,223,12322.16,True,False
acc_000545,"Huber, Hill and Weber",starter,it_ops,mid,outbound,0,418,3673.78,False,False
acc_000546,"Ferguson, Shaw and Jackson",starter,finance,large,referral,1,193,2140.06,False,False
acc_000547,"Moore, Hopkins and Le",starter,hr,large,paid_search,2,68,3169.37,False,True
acc_000548,"Morgan, Bradshaw and Williams",enterprise,finance,mid,outbound,3,277,93405.42,False,False
acc_000549,Miller Ltd,starter,customer_success,mid,referral,2,57,1564.53,True,False
acc_000550,"Baker, Clark and Armstrong",starter,finance,mid,organic,2,403,3144.45,False,False
acc_000551,"Fowler, Jimenez and Burton",pro,hr,small,referral,0,311,21117.38,False,False
acc_000552,May-Turner,starter,hr,small,referral,1,368,3450.33,False,False
acc_000553,Ballard Ltd,starter,finance,small,outbound,2,530,1494.97,True,False
acc_000554,Evans-Jones,pro,hr,small,referral,1,368,10770.08,False,False
acc_000555,Moore Group,pro,revops,small,referral,4,125,14023.95,False,False
acc_000556,Marshall-Peterson,starter,revops,small,paid_search,2,61,1744.07,False,False
acc_000557,Edwards Ltd,pro,finance,mid,organic,1,241,23472.7,False,False
acc_000558,Gross-Valencia,pro,revops,large,organic,2,244,23381.3,False,False
acc_000559,Anderson-Wood,pro,mixed,mid,paid_search,6,183,7421.19,True,False
acc_000560,"Rodriguez, Allen and Martinez",enterprise,customer_success,mid,partner,1,439,81433.69,False,False
acc_000561,Wright-Davis,enterprise,finance,large,referral,2,515,118593.12,False,False
acc_000562,Dougherty-Lin,enterprise,it_ops,small,referral,5,535,91481.29,False,False
acc_000563,Wright-Grimes,starter,it_ops,small,outbound,2,193,4478.9,True,False
acc_000564,Li PLC,enterprise,finance,small,referral,4,196,107096.18,False,False
acc_000565,"Edwards, Hines and Jimenez",pro,mixed,small,organic,1,330,15406.12,False,False
acc_000566,"Owens, Koch and Jimenez",starter,revops,small,outbound,2,418,4673.39,False,False
acc_000567,Landry PLC,starter,finance,mid,organic,2,474,3128.28,True,False
acc_000568,Levy-Lewis,starter,revops,small,referral,0,341,2902.97,False,False
acc_000569,Williams-Campbell,starter,revops,mid,outbound,2,235,1339.62,True,False
acc_000570,"Khan, Pena and Ruiz",enterprise,hr,small,organic,1,501,54172.59,False,False
acc_000571,"Smith, Rodriguez and Anderson",starter,hr,mid,referral,2,461,2969.83,False,False
acc_000572,Luna-Gallagher,pro,finance,large,paid_search,1,528,19387.03,True,False
acc_000573,Williams-Williams,pro,hr,mid,outbound,2,75,9382.84,False,True
acc_000574,"Lee, Tran and Jones",starter,it_ops,mid,organic,0,474,2546.08,False,False
acc_000575,"Cole, Pierce and Bryan",starter,it_ops,small,organic,2,236,1688.34,False,False
acc_000576,"Becker, Wilson and Hester",pro,it_ops,small,paid_search,2,456,9613.08,False,False
acc_000577,Brooks-Hatfield,starter,finance,small,referral,2,131,2186.32,False,False
acc_000578,"Mcmillan, Fischer and Gonzalez",pro,revops,mid,paid_search,5,45,10354.89,False,True
acc_000579,"Morales, Williams and Williams",starter,revops,large,referral,2,312,2459.14,False,False
acc_000580,"Cook, Wells and Bryant",starter,mixed,mid,outbound,1,175,1298.82,False,False
acc_000581,"Barry, Taylor and Velazquez",starter,it_ops,mid,paid_search,2,143,3530.57,False,False
acc_000582,Martin-Ewing,pro,hr,small,paid_search,2,429,23408.49,True,False
acc_000583,"Kirby, Wheeler and Romero",pro,revops,small,paid_search,4,440,6152.35,False,True
acc_000584,"Patel, Erickson and Evans",starter,it_ops,small,partner,2,359,2191.36,False,False
acc_000585,Richardson Ltd,enterprise,it_ops,mid,paid_search,5,184,90947.65,False,False
acc_000586,Whitney PLC,pro,revops,small,outbound,3,369,23396.74,True,False
acc_000587,Robles-Swanson,pro,revops,mid,referral,4,380,7945.88,False,False
acc_000588,"Soto, Carlson and Baker",starter,mixed,mid,organic,1,163,3562.03,False,False
acc_000589,"Patton, Parsons and Lane",enterprise,customer_success,small,outbound,3,153,110971.83,False,False
acc_000590,"Williams, Castillo and Warren",pro,it_ops,mid,outbound,1,378,8518.73,False,False
acc_000591,"Harvey, Randall and Hernandez",starter,revops,small,partner,2,237,2597.79,False,True
acc_000592,"Allen, Armstrong and Graves",starter,customer_success,mid,paid_search,2,401,3768.13,False,False
acc_000593,Smith LLC,pro,customer_success,mid,partner,7,213,15131.67,False,False
acc_000594,Hernandez-Vaughn,pro,it_ops,large,paid_search,0,79,14474.06,False,False
acc_000595,Shaw-Carr,pro,customer_success,mid,partner,2,514,18234.82,False,True
acc_000596,Salas-Fitzgerald,starter,finance,small,organic,2,187,2713.7,True,False
acc_000597,Thornton PLC,enterprise,hr,mid,referral,1,90,72348.29,False,False
acc_000598,Hoffman Ltd,pro,revops,large,paid_search,2,485,9501.79,False,False
acc_000599,Fox-Edwards,starter,customer_success,mid,referral,2,475,4275.26,False,False
acc_000600,Stevens PLC,starter,hr,small,outbound,2,494,4751.94,False,False
acc_000601,Payne-Lowe,starter,it_ops,small,paid_search,2,200,3471.72,True,False
acc_000602,"Becker, Lara and Baker",starter,customer_success,small,paid_search,2,419,3984.75,False,False
acc_000603,Lee-Wright,pro,finance,mid,organic,3,96,17060.64,False,False
acc_000604,"Evans, David and Hendrix",pro,revops,large,referral,1,49,15608.09,False,False
acc_000605,Bush-Vaughn,pro,mixed,large,organic,0,301,9430.38,False,False
acc_000606,Stewart-Bailey,pro,customer_success,small,outbound,2,206,11617.66,False,False
acc_000607,"Hill, Martinez and Rhodes",starter,revops,small,paid_search,2,53,2273.53,False,False
acc_000608,Huang-Foster,starter,customer_success,mid,referral,2,484,3672.41,False,False
acc_000609,Blevins-Ballard,starter,mixed,mid,organic,2,114,4613.1,True,False
acc_000610,Williams-Moses,enterprise,revops,small,organic,3,97,49007.12,False,False
acc_000611,Reed Group,starter,revops,small,organic,1,435,1334.51,False,False
acc_000612,"Scott, Mendoza and Harris",pro,hr,mid,paid_search,2,539,6863.29,True,False
acc_000613,"Nelson, Hoffman and Nelson",starter,it_ops,small,paid_search,2,257,2568.91,False,False
acc_000614,Gilbert PLC,pro,revops,small,outbound,5,352,6167.48,False,True
acc_000615,Sanchez Ltd,starter,finance,mid,outbound,2,388,1693.79,False,False
acc_000616,"Perez, Hall and Garcia",pro,finance,mid,paid_search,2,88,20125.68,True,False
acc_000617,Love-Garcia,starter,customer_success,mid,organic,1,528,1926.02,True,False
acc_000618,Smith PLC,pro,hr,small,referral,5,136,18387.67,False,False
acc_000619,Russell Group,starter,hr,small,paid_search,2,86,4206.84,False,False
acc_000620,Santos-Avila,pro,finance,small,outbound,2,400,19024.37,False,False
acc_000621,Morris-Brewer,enterprise,customer_success,mid,partner,5,165,71784.96,False,False
acc_000622,Pearson and Sons,starter,finance,small,referral,1,440,3636.36,False,False
acc_000623,"Rodgers, Jefferson and Johnson",starter,finance,large,partner,2,34,4267.2,False,False
acc_000624,Butler and Sons,pro,finance,small,referral,6,348,10829.57,False,False
acc_000625,Osborn Group,pro,hr,small,paid_search,3,234,23321.58,False,False
acc_000626,Lopez-Curry,starter,revops,large,organic,2,362,4390.05,True,False
acc_000627,Mcdowell-Smith,starter,finance,mid,partner,1,462,1773.82,False,True
acc_000628,"Morrison, Hebert and Rogers",starter,revops,mid,outbound,2,122,3400.76,False,False
acc_000629,Hays-Daniels,pro,customer_success,large,organic,5,402,23522.0,False,False
acc_000630,Small-Anderson,starter,mixed,small,referral,2,53,1428.01,False,False
acc_000631,"Mcdonald, Lee and Rodriguez",pro,finance,large,outbound,3,410,16379.68,False,False
acc_000632,Simon Ltd,pro,mixed,mid,referral,1,297,18388.35,False,False
acc_000633,Higgins-Smith,pro,revops,mid,referral,3,369,18173.32,False,False
acc_000634,Gibbs-Bradley,starter,it_ops,mid,partner,0,57,1241.92,False,False
acc_000635,Thompson Ltd,enterprise,revops,mid,referral,4,114,36737.87,False,False
acc_000636,Wilcox-Robertson,starter,hr,large,paid_search,2,144,3181.78,False,False
acc_000637,Morales Inc,starter,it_ops,small,referral,1,323,2813.15,False,False
acc_000638,Holden Group,pro,revops,small,referral,4,364,6319.84,False,False
acc_000639,Boyle-Smith,starter,finance,mid,organic,2,435,3375.13,False,False
acc_000640,Young-Molina,pro,hr,mid,paid_search,1,373,14211.74,False,False
acc_000641,Turner-Sharp,starter,it_ops,mid,organic,2,199,3216.54,False,False
acc_000642,Green LLC,pro,revops,mid,organic,1,88,7753.87,False,False
acc_000643,"Young, Contreras and Marshall",pro,finance,small,outbound,6,439,11255.7,False,False
acc_000644,Sullivan PLC,pro,customer_success,small,paid_search,2,101,20793.1,False,False
acc_000645,"Carrillo, Vaughn and Fowler",pro,revops,small,paid_search,4,91,22743.89,True,False
acc_000646,Richardson-Walker,starter,revops,mid,organic,2,85,3925.74,True,False
