event_id,user_id,account_id,feature_name,training_type,event_type,timestamp
evt_00007218,usr_0000998,acc_000136,bulk_assign,compliance,used,2024-06-10 02:51:19
evt_00007219,usr_0001000,acc_000136,course_builder,safety,used,2024-09-14 00:51:30
evt_00007220,usr_0000999,acc_000136,certification_tracker,safety,used,2024-03-05 00:01:43
evt_00007221,usr_0000997,acc_000136,hris_sync,,used,2024-01-28 07:01:03
evt_00007222,usr_0000997,acc_000136,sso_login,,blocked,2024-12-27 11:31:02
evt_00007223,usr_0000997,acc_000136,sso_login,,blocked,2025-02-19 16:39:19
evt_00007224,usr_0001000,acc_000136,certification_tracker,safety,used,2024-04-29 15:51:48
evt_00007225,usr_0001001,acc_000136,certification_tracker,onboarding,abandoned,2024-07-05 02:52:18
evt_00007226,usr_0000998,acc_000136,course_builder,skills,used,2024-08-01 23:40:27
evt_00007227,usr_0001000,acc_000136,certification_tracker,compliance,used,2025-01-13 08:36:16
evt_00007228,usr_0000997,acc_000136,audit_report,onboarding,used,2024-03-11 04:01:55
evt_00007229,usr_0001000,acc_000136,certification_tracker,compliance,used,2024-07-06 13:52:49
evt_00007230,usr_0001000,acc_000136,certification_tracker,compliance,used,2024-11-12 04:38:46
evt_00007231,usr_0001000,acc_000136,certification_tracker,compliance,used,2025-01-05 07:31:42
evt_00007232,usr_0000998,acc_000136,certification_tracker,skills,used,2024-08-05 04:40:39
evt_00007233,usr_0001000,acc_000136,certification_tracker,compliance,used,2024-03-12 17:01:16
evt_00007234,usr_0000999,acc_000136,hris_sync,,used,2024-01-27 16:38:19
evt_00007235,usr_0001001,acc_000136,certification_tracker,safety,used,2025-02-24 13:09:43
evt_00007236,usr_0001000,acc_000136,course_builder,skills,used,2024-11-02 21:55:24
evt_00007237,usr_0000998,acc_000136,reminder_automation,,used,2024-07-23 06:05:04
evt_00007238,usr_0000999,acc_000136,hris_sync,,used,2024-03-07 06:35:19
evt_00007239,usr_0001000,acc_000136,certification_tracker,onboarding,used,2024-12-02 17:33:43
evt_00007240,usr_0001001,acc_000136,certification_tracker,onboarding,used,2024-09-04 07:46:07
evt_00007241,usr_0001000,acc_000136,certification_tracker,compliance,used,2024-08-14 22:22:42
evt_00007242,usr_0001001,acc_000136,certification_tracker,skills,abandoned,2025-01-12 10:26:34
evt_00007243,usr_0001001,acc_000136,certification_tracker,safety,used,2025-01-28 18:28:20
evt_00007244,usr_0000997,acc_000136,reminder_automation,,used,2024-04-23 06:14:44
evt_00007245,usr_0000997,acc_000136,hris_sync,,used,2024-06-23 15:52:19
evt_00007246,usr_0000999,acc_000136,course_builder,compliance,used,2024-04-03 03:44:39
evt_00007247,usr_0000998,acc_000136,course_builder,compliance,used,2024-05-18 04:29:18
evt_00007248,usr_0000997,acc_000136,certification_tracker,safety,used,2024-02-27 20:13:07
evt_00007249,usr_0000997,acc_000136,course_builder,skills,abandoned,2025-01-01 09:32:51
evt_00007250,usr_0001004,acc_000137,audit_report,onboarding,used,2024-10-09 17:46:34
evt_00007251,usr_0001002,acc_000137,hris_sync,,used,2024-09-06 06:06:57
evt_00007252,usr_0001004,acc_000137,hris_sync,,used,2025-01-19 21:36:18
evt_00007253,usr_0001002,acc_000137,course_builder,skills,used,2024-06-19 08:59:00
evt_00007254,usr_0001002,acc_000137,bulk_assign,onboarding,used,2024-09-24 13:26:56
evt_00007255,usr_0001004,acc_000137,bulk_assign,skills,used,2024-08-19 02:20:35
evt_00007256,usr_0001003,acc_000137,certification_tracker,onboarding,used,2024-11-11 21:43:03
evt_00007257,usr_0001003,acc_000137,certification_tracker,compliance,used,2025-02-18 13:33:35
evt_00007258,usr_0001003,acc_000137,certification_tracker,compliance,used,2024-11-12 09:45:10
evt_00007259,usr_0001002,acc_000137,hris_sync,,used,2025-01-18 22:21:46
evt_00007260,usr_0001002,acc_000137,hris_sync,,used,2024-10-22 02:29:21
evt_00007261,usr_0001002,acc_000137,reminder_automation,,used,2024-06-14 08:01:14
evt_00007262,usr_0001002,acc_000137,custom_branding,,blocked,2024-03-23 16:38:53
evt_00007263,usr_0001002,acc_000137,sso_login,,blocked,2024-08-16 00:04:34
evt_00007264,usr_0001002,acc_000137,course_builder,safety,used,2024-06-28 08:54:43
evt_00007265,usr_0001004,acc_000137,course_builder,safety,used,2024-12-16 15:26:35
evt_00007266,usr_0001004,acc_000137,custom_branding,,blocked,2024-11-09 06:46:20
evt_00007267,usr_0001003,acc_000137,certification_tracker,safety,used,2024-05-31 20:04:59
evt_00007268,usr_0001004,acc_000137,certification_tracker,compliance,used,2024-08-13 18:25:08
evt_00007269,usr_0001002,acc_000137,bulk_assign,onboarding,used,2024-10-25 11:16:01
evt_00007270,usr_0001002,acc_000137,bulk_assign,compliance,used,2024-12-11 09:11:26
evt_00007271,usr_0001004,acc_000137,bulk_assign,compliance,used,2024-06-09 03:39:17
evt_00007272,usr_0001003,acc_000137,course_builder,compliance,used,2024-05-29 06:22:43
evt_00007273,usr_0001003,acc_000137,certification_tracker,compliance,used,2024-07-18 09:31:31
evt_00007274,usr_0001004,acc_000137,sso_login,,blocked,2024-10-13 23:37:23
evt_00007275,usr_0001002,acc_000137,hris_sync,,used,2024-11-07 16:54:49
evt_00007276,usr_0001004,acc_000137,bulk_assign,compliance,used,2024-04-24 21:02:10
evt_00007277,usr_0001003,acc_000137,course_builder,safety,used,2024-06-16 18:39:47
evt_00007278,usr_0001002,acc_000137,custom_branding,,blocked,2024-04-23 09:51:48
evt_00007279,usr_0001003,acc_000137,certification_tracker,onboarding,abandoned,2024-08-31 19:52:27
evt_00007280,usr_0001003,acc_000137,course_builder,skills,used,2024-12-27 19:41:07
evt_00007281,usr_0001004,acc_000137,audit_report,safety,used,2024-07-15 06:27:25
evt_00007282,usr_0001003,acc_000137,certification_tracker,safety,used,2024-09-17 09:13:03
evt_00007283,usr_0001004,acc_000137,sso_login,,blocked,2024-09-09 18:40:54
evt_00007284,usr_0001003,acc_000137,certification_tracker,skills,used,2024-03-23 12:26:36
evt_00007285,usr_0001002,acc_000137,audit_report,compliance,used,2024-12-23 10:10:14
evt_00007286,usr_0001004,acc_000137,course_builder,compliance,used,2024-10-30 23:27:48
evt_00007287,usr_0001004,acc_000137,bulk_assign,compliance,used,2025-02-26 21:56:18
evt_00007288,usr_0001003,acc_000137,course_builder,compliance,used,2024-11-02 08:59:44
evt_00007289,usr_0001002,acc_000137,reminder_automation,,used,2024-07-25 03:47:02
evt_00007290,usr_0001002,acc_000137,custom_branding,,blocked,2025-01-15 01:43:12
evt_00007291,usr_0001002,acc_000137,hris_sync,,used,2024-12-05 06:41:20
evt_00007292,usr_0001004,acc_000137,custom_branding,,blocked,2024-06-25 08:21:04
evt_00007293,usr_0001002,acc_000137,hris_sync,,abandoned,2024-06-02 13:33:17
evt_00007294,usr_0001003,acc_000137,certification_tracker,safety,used,2024-12-14 13:02:49
evt_00007295,usr_0001002,acc_000137,custom_branding,,blocked,2024-12-14 00:59:09
evt_00007296,usr_0001003,acc_000137,certification_tracker,compliance,used,2024-09-27 18:54:24
evt_00007297,usr_0001003,acc_000137,certification_tracker,safety,used,2024-12-06 17:05:42
evt_00007298,usr_0001002,acc_000137,reminder_automation,,abandoned,2024-11-10 05:10:55
evt_00007299,usr_0001002,acc_000137,hris_sync,,used,2024-11-16 15:52:39
evt_00007300,usr_0001002,acc_000137,reminder_automation,,abandoned,2025-01-18 08:57:17
evt_00007301,usr_0001004,acc_000137,certification_tracker,compliance,used,2024-12-01 11:30:08
evt_00007302,usr_0001004,acc_000137,course_builder,onboarding,used,2024-05-18 16:00:56
evt_00007303,usr_0001003,acc_000137,certification_tracker,compliance,used,2024-05-18 06:53:39
evt_00007304,usr_0001002,acc_000137,hris_sync,,used,2024-12-13 09:26:46
evt_00007305,usr_0001002,acc_000137,certification_tracker,compliance,used,2024-11-08 06:08:09
evt_00007306,usr_0001004,acc_000137,course_builder,safety,abandoned,2024-04-24 16:58:04
evt_00007307,usr_0001003,acc_000137,course_builder,compliance,used,2024-04-20 13:37:18
evt_00007308,usr_0001004,acc_000137,bulk_assign,compliance,used,2024-09-04 23:47:05
evt_00007309,usr_0001002,acc_000137,certification_tracker,skills,abandoned,2025-01-08 02:43:31
evt_00007310,usr_0001004,acc_000137,hris_sync,,used,2024-09-21 13:42:32
evt_00007311,usr_0001003,acc_000137,certification_tracker,safety,used,2024-09-18 11:48:59
evt_00007312,usr_0001004,acc_000137,bulk_assign,compliance,used,2024-07-25 13:48:19
evt_00007313,usr_0001002,acc_000137,bulk_assign,safety,used,2024-12-24 13:10:25
evt_00007314,usr_0001004,acc_000137,bulk_assign,compliance,used,2024-10-26 12:07:00
evt_00007315,usr_0001002,acc_000137,custom_branding,,blocked,2024-06-30 10:21:03
evt_00007316,usr_0001002,acc_000137,certification_tracker,safety,used,2025-01-03 19:06:44
evt_00007317,usr_0001004,acc_000137,course_builder,skills,used,2024-10-14 09:13:30
evt_00007318,usr_0001004,acc_000137,custom_branding,,abandoned,2024-07-17 22:21:54
evt_00007319,usr_0001003,acc_000137,certification_tracker,compliance,used,2024-10-29 18:32:43
evt_00007320,usr_0001003,acc_000137,certification_tracker,safety,used,2024-05-30 11:59:18
evt_00007321,usr_0001004,acc_000137,audit_report,skills,used,2025-01-05 05:48:35
evt_00007322,usr_0001002,acc_000137,certification_tracker,onboarding,used,2024-05-10 08:55:23
evt_00007323,usr_0001006,acc_000138,certification_tracker,safety,used,2024-01-28 01:16:19
evt_00007324,usr_0001005,acc_000138,course_builder,onboarding,used,2025-02-14 09:25:50
evt_00007325,usr_0001005,acc_000138,reminder_automation,,used,2024-12-23 13:21:30
evt_00007326,usr_0001005,acc_000138,certification_tracker,compliance,used,2024-05-01 13:08:17
evt_00007327,usr_0001006,acc_000138,certification_tracker,compliance,used,2023-12-26 06:00:30
evt_00007328,usr_0001006,acc_000138,certification_tracker,onboarding,used,2023-12-31 22:04:14
evt_00007329,usr_0001006,acc_000138,certification_tracker,safety,used,2024-04-01 11:10:22
evt_00007330,usr_0001006,acc_000138,certification_tracker,compliance,used,2024-03-21 04:23:54
evt_00007331,usr_0001005,acc_000138,reminder_automation,,used,2024-08-22 19:18:42
evt_00007332,usr_0001005,acc_000138,reminder_automation,,abandoned,2023-05-17 11:32:18
evt_00007333,usr_0001005,acc_000138,reminder_automation,,used,2023-09-06 13:05:44
evt_00007334,usr_0001005,acc_000138,hris_sync,,abandoned,2024-07-08 01:28:49
evt_00007335,usr_0001006,acc_000138,certification_tracker,onboarding,used,2024-03-03 16:06:15
evt_00007336,usr_0001005,acc_000138,audit_report,compliance,used,2024-01-14 16:58:13
evt_00007337,usr_0001005,acc_000138,hris_sync,,used,2024-02-04 03:39:47
evt_00007338,usr_0001005,acc_000138,bulk_assign,onboarding,used,2023-10-29 11:33:01
evt_00007339,usr_0001006,acc_000138,certification_tracker,onboarding,used,2024-10-16 15:37:12
evt_00007340,usr_0001006,acc_000138,course_builder,onboarding,used,2024-01-23 21:19:11
evt_00007341,usr_0001005,acc_000138,audit_report,safety,used,2023-12-02 09:38:16
evt_00007342,usr_0001005,acc_000138,bulk_assign,safety,used,2025-01-20 16:43:12
evt_00007343,usr_0001006,acc_000138,certification_tracker,compliance,used,2023-11-02 17:57:29
evt_00007344,usr_0001005,acc_000138,bulk_assign,onboarding,used,2024-05-21 17:38:54
evt_00007345,usr_0001006,acc_000138,certification_tracker,safety,used,2024-10-15 19:26:42
evt_00007346,usr_0001006,acc_000138,certification_tracker,compliance,used,2024-10-17 12:24:52
evt_00007347,usr_0001006,acc_000138,course_builder,skills,used,2024-07-09 22:56:50
evt_00007348,usr_0001005,acc_000138,audit_report,skills,used,2024-04-06 20:50:02
evt_00007349,usr_0001006,acc_000138,certification_tracker,onboarding,used,2024-08-14 22:32:41
evt_00007350,usr_0001005,acc_000138,course_builder,onboarding,used,2024-07-12 08:33:07
evt_00007351,usr_0001006,acc_000138,certification_tracker,onboarding,used,2024-11-02 01:33:04
evt_00007352,usr_0001006,acc_000138,certification_tracker,compliance,used,2024-10-10 13:29:18
evt_00007353,usr_0001006,acc_000138,certification_tracker,compliance,used,2024-02-28 18:02:17
evt_00007354,usr_0001017,acc_000139,certification_tracker,skills,abandoned,2023-10-13 14:38:31
evt_00007355,usr_0001007,acc_000139,hris_sync,,blocked,2023-05-22 07:32:50
evt_00007356,usr_0001019,acc_000139,certification_tracker,compliance,used,2022-11-13 15:30:54
evt_00007357,usr_0001011,acc_000139,certification_tracker,onboarding,used,2024-02-10 17:26:16
evt_00007358,usr_0001012,acc_000139,certification_tracker,compliance,abandoned,2024-01-28 16:52:54
evt_00007359,usr_0001016,acc_000139,certification_tracker,safety,used,2024-04-02 04:12:24
evt_00007360,usr_0001025,acc_000139,audit_report,onboarding,blocked,2023-09-24 22:14:32
evt_00007361,usr_0001015,acc_000139,course_builder,compliance,used,2023-01-02 08:07:02
evt_00007362,usr_0001008,acc_000139,certification_tracker,compliance,used,2024-06-21 14:40:00
evt_00007363,usr_0001014,acc_000139,certification_tracker,safety,used,2024-08-02 22:03:53
evt_00007364,usr_0001015,acc_000139,certification_tracker,safety,used,2023-01-14 18:44:51
evt_00007365,usr_0001015,acc_000139,course_builder,onboarding,used,2024-05-17 23:18:16
evt_00007366,usr_0001007,acc_000139,bulk_assign,compliance,abandoned,2024-03-24 06:35:01
evt_00007367,usr_0001024,acc_000139,certification_tracker,onboarding,used,2024-09-18 10:14:54
evt_00007368,usr_0001008,acc_000139,certification_tracker,onboarding,abandoned,2023-07-11 19:44:17
evt_00007369,usr_0001011,acc_000139,certification_tracker,compliance,used,2023-11-28 06:50:38
evt_00007370,usr_0001011,acc_000139,certification_tracker,safety,used,2024-05-23 08:52:54
evt_00007371,usr_0001014,acc_000139,course_builder,skills,used,2024-11-27 10:13:18
evt_00007372,usr_0001015,acc_000139,certification_tracker,skills,used,2024-05-02 06:53:44
evt_00007373,usr_0001014,acc_000139,certification_tracker,safety,used,2023-02-24 14:09:18
evt_00007374,usr_0001024,acc_000139,certification_tracker,safety,used,2023-07-30 19:02:33
evt_00007375,usr_0001024,acc_000139,certification_tracker,compliance,used,2022-10-29 01:49:50
evt_00007376,usr_0001020,acc_000139,certification_tracker,skills,used,2024-02-12 20:54:06
evt_00007377,usr_0001010,acc_000139,audit_report,safety,blocked,2023-11-23 17:10:53
evt_00007378,usr_0001025,acc_000139,custom_branding,,abandoned,2024-07-18 17:32:02
evt_00007379,usr_0001013,acc_000139,certification_tracker,compliance,used,2022-11-30 06:54:24
evt_00007380,usr_0001007,acc_000139,hris_sync,,blocked,2022-09-26 02:54:09
evt_00007381,usr_0001007,acc_000139,hris_sync,,abandoned,2025-01-17 19:41:12
evt_00007382,usr_0001007,acc_000139,hris_sync,,abandoned,2023-06-09 22:30:01
evt_00007383,usr_0001019,acc_000139,certification_tracker,safety,used,2024-06-24 16:37:57
evt_00007384,usr_0001024,acc_000139,certification_tracker,compliance,used,2024-03-27 02:40:10
evt_00007385,usr_0001007,acc_000139,bulk_assign,compliance,blocked,2023-09-02 05:29:49
evt_00007386,usr_0001020,acc_000139,certification_tracker,compliance,used,2024-05-15 05:26:35
evt_00007387,usr_0001017,acc_000139,certification_tracker,compliance,used,2023-09-30 23:35:37
evt_00007388,usr_0001018,acc_000139,bulk_assign,safety,blocked,2022-12-30 20:12:41
evt_00007389,usr_0001023,acc_000139,certification_tracker,safety,used,2024-09-05 15:47:26
evt_00007390,usr_0001010,acc_000139,audit_report,skills,blocked,2023-09-14 11:09:47
evt_00007391,usr_0001010,acc_000139,course_builder,safety,used,2023-06-05 05:58:20
evt_00007392,usr_0001021,acc_000139,certification_tracker,compliance,used,2022-12-15 08:07:02
evt_00007393,usr_0001023,acc_000139,certification_tracker,onboarding,used,2024-04-30 06:40:30
evt_00007394,usr_0001012,acc_000139,certification_tracker,compliance,used,2023-12-17 13:36:40
evt_00007395,usr_0001022,acc_000139,certification_tracker,skills,abandoned,2024-05-30 17:40:57
evt_00007396,usr_0001010,acc_000139,audit_report,compliance,blocked,2024-11-09 22:06:24
evt_00007397,usr_0001020,acc_000139,certification_tracker,compliance,used,2024-11-04 14:19:00
evt_00007398,usr_0001015,acc_000139,certification_tracker,onboarding,used,2023-01-24 09:09:15
evt_00007399,usr_0001023,acc_000139,certification_tracker,compliance,used,2023-06-22 05:17:17
evt_00007400,usr_0001015,acc_000139,certification_tracker,compliance,used,2023-02-27 03:51:46
evt_00007401,usr_0001015,acc_000139,certification_tracker,safety,used,2024-09-10 06:40:06
evt_00007402,usr_0001023,acc_000139,certification_tracker,compliance,used,2023-02-03 04:55:24
evt_00007403,usr_0001022,acc_000139,certification_tracker,skills,used,2023-10-28 14:26:36
evt_00007404,usr_0001023,acc_000139,course_builder,compliance,used,2024-02-23 02:29:38
evt_00007405,usr_0001018,acc_000139,course_builder,onboarding,used,2024-11-07 08:22:27
evt_00007406,usr_0001007,acc_000139,course_builder,compliance,used,2025-01-04 13:34:58
evt_00007407,usr_0001021,acc_000139,certification_tracker,safety,used,2023-10-23 06:44:02
evt_00007408,usr_0001025,acc_000139,bulk_assign,onboarding,blocked,2024-04-20 04:17:13
evt_00007409,usr_0001018,acc_000139,reminder_automation,,blocked,2023-04-09 18:47:47
evt_00007410,usr_0001011,acc_000139,certification_tracker,safety,used,2023-02-13 20:11:39
evt_00007411,usr_0001013,acc_000139,certification_tracker,skills,abandoned,2023-11-18 08:43:53
evt_00007412,usr_0001023,acc_000139,certification_tracker,skills,used,2022-11-22 07:35:08
evt_00007413,usr_0001022,acc_000139,certification_tracker,safety,used,2023-06-28 21:08:59
evt_00007414,usr_0001009,acc_000139,certification_tracker,skills,used,2023-08-02 09:49:08
evt_00007415,usr_0001025,acc_000139,audit_report,safety,abandoned,2024-06-07 02:43:23
evt_00007416,usr_0001017,acc_000139,certification_tracker,onboarding,used,2023-05-25 06:33:08
evt_00007417,usr_0001009,acc_000139,certification_tracker,compliance,used,2022-11-04 17:26:25
evt_00007418,usr_0001030,acc_000140,course_builder,safety,used,2024-11-24 14:21:06
evt_00007419,usr_0001030,acc_000140,certification_tracker,onboarding,used,2024-12-03 16:00:20
evt_00007420,usr_0001027,acc_000140,certification_tracker,compliance,used,2024-10-18 15:30:37
evt_00007421,usr_0001029,acc_000140,sso_login,,blocked,2024-06-23 00:21:15
evt_00007422,usr_0001031,acc_000140,certification_tracker,compliance,abandoned,2024-12-09 19:31:09
evt_00007423,usr_0001031,acc_000140,certification_tracker,compliance,used,2025-01-23 04:13:37
evt_00007424,usr_0001026,acc_000140,sso_login,,blocked,2025-01-02 06:11:09
evt_00007425,usr_0001030,acc_000140,certification_tracker,compliance,used,2024-09-06 21:40:34
evt_00007426,usr_0001029,acc_000140,course_builder,onboarding,abandoned,2025-01-17 14:05:47
evt_00007427,usr_0001029,acc_000140,reminder_automation,,used,2024-08-11 20:40:57
evt_00007428,usr_0001031,acc_000140,certification_tracker,skills,used,2024-07-19 02:39:29
evt_00007429,usr_0001031,acc_000140,certification_tracker,safety,used,2024-09-06 02:14:49
evt_00007430,usr_0001026,acc_000140,audit_report,onboarding,used,2024-09-28 15:22:36
evt_00007431,usr_0001030,acc_000140,bulk_assign,compliance,used,2024-07-16 16:26:07
evt_00007432,usr_0001028,acc_000140,certification_tracker,compliance,used,2024-11-16 11:11:15
evt_00007433,usr_0001027,acc_000140,certification_tracker,compliance,used,2024-08-14 20:30:16
evt_00007434,usr_0001028,acc_000140,certification_tracker,compliance,abandoned,2024-09-17 13:41:30
evt_00007435,usr_0001027,acc_000140,certification_tracker,safety,used,2024-07-10 16:21:21
evt_00007436,usr_0001027,acc_000140,certification_tracker,onboarding,used,2024-11-13 08:25:20
evt_00007437,usr_0001029,acc_000140,course_builder,compliance,used,2025-02-05 08:43:17
evt_00007438,usr_0001028,acc_000140,certification_tracker,compliance,used,2024-11-14 10:02:55
evt_00007439,usr_0001029,acc_000140,hris_sync,,used,2024-07-08 23:27:08
evt_00007440,usr_0001028,acc_000140,certification_tracker,compliance,used,2024-06-18 07:26:20
evt_00007441,usr_0001027,acc_000140,certification_tracker,compliance,abandoned,2025-01-08 01:20:01
evt_00007442,usr_0001030,acc_000140,certification_tracker,compliance,used,2024-11-19 02:36:22
evt_00007443,usr_0001026,acc_000140,custom_branding,,blocked,2024-10-05 10:08:29
evt_00007444,usr_0001027,acc_000140,certification_tracker,onboarding,used,2025-02-20 15:33:25
evt_00007445,usr_0001026,acc_000140,audit_report,safety,used,2024-08-23 23:08:31
evt_00007446,usr_0001030,acc_000140,audit_report,compliance,used,2024-07-28 05:22:11
evt_00007447,usr_0001026,acc_000140,sso_login,,blocked,2025-02-26 06:01:25
evt_00007448,usr_0001030,acc_000140,audit_report,compliance,used,2024-11-22 18:11:42
evt_00007449,usr_0001028,acc_000140,course_builder,safety,used,2025-01-14 11:59:39
evt_00007450,usr_0001031,acc_000140,certification_tracker,compliance,used,2024-12-21 03:57:31
evt_00007451,usr_0001027,acc_000140,certification_tracker,safety,used,2024-11-01 03:25:07
evt_00007452,usr_0001027,acc_000140,course_builder,skills,used,2024-11-23 02:20:28
evt_00007453,usr_0001028,acc_000140,certification_tracker,compliance,abandoned,2024-12-13 09:21:55
evt_00007454,usr_0001030,acc_000140,reminder_automation,,used,2024-11-23 16:13:41
evt_00007455,usr_0001026,acc_000140,audit_report,onboarding,used,2025-01-03 01:21:36
evt_00007456,usr_0001026,acc_000140,hris_sync,,used,2024-10-04 07:48:41
evt_00007457,usr_0001029,acc_000140,audit_report,onboarding,used,2025-01-16 08:21:47
evt_00007458,usr_0001028,acc_000140,certification_tracker,onboarding,used,2024-07-23 06:27:25
evt_00007459,usr_0001031,acc_000140,certification_tracker,skills,used,2024-07-06 21:59:26
evt_00007460,usr_0001031,acc_000140,course_builder,onboarding,used,2024-11-20 16:44:00
evt_00007461,usr_0001031,acc_000140,certification_tracker,safety,used,2024-06-23 11:11:34
evt_00007462,usr_0001031,acc_000140,certification_tracker,compliance,used,2024-10-05 08:32:45
evt_00007463,usr_0001030,acc_000140,bulk_assign,onboarding,used,2024-07-16 02:13:53
evt_00007464,usr_0001027,acc_000140,certification_tracker,onboarding,used,2024-10-25 15:52:59
evt_00007465,usr_0001031,acc_000140,certification_tracker,safety,used,2024-12-25 18:08:00
evt_00007466,usr_0001028,acc_000140,certification_tracker,skills,used,2024-10-11 12:30:27
evt_00007467,usr_0001028,acc_000140,certification_tracker,onboarding,used,2024-08-15 13:43:03
evt_00007468,usr_0001026,acc_000140,sso_login,,blocked,2024-08-29 17:50:43
evt_00007469,usr_0001027,acc_000140,certification_tracker,safety,used,2025-02-12 12:49:25
evt_00007470,usr_0001029,acc_000140,course_builder,compliance,used,2024-10-23 12:02:18
evt_00007471,usr_0001031,acc_000140,certification_tracker,compliance,used,2025-02-03 08:47:33
evt_00007472,usr_0001026,acc_000140,certification_tracker,compliance,used,2024-12-01 19:37:42
evt_00007473,usr_0001027,acc_000140,certification_tracker,compliance,used,2024-09-19 13:33:10
evt_00007474,usr_0001031,acc_000140,certification_tracker,skills,abandoned,2024-06-15 11:09:39
evt_00007475,usr_0001036,acc_000141,course_builder,compliance,used,2025-02-19 12:59:54
evt_00007476,usr_0001036,acc_000141,certification_tracker,compliance,used,2025-02-21 19:59:25
evt_00007477,usr_0001037,acc_000141,certification_tracker,compliance,used,2024-12-11 06:39:21
evt_00007478,usr_0001037,acc_000141,course_builder,skills,used,2025-02-23 01:56:20
evt_00007479,usr_0001032,acc_000141,course_builder,compliance,used,2025-02-06 22:50:38
evt_00007480,usr_0001033,acc_000141,certification_tracker,safety,used,2024-12-08 11:47:21
evt_00007481,usr_0001036,acc_000141,certification_tracker,onboarding,used,2025-01-29 22:27:52
evt_00007482,usr_0001033,acc_000141,course_builder,compliance,used,2024-12-17 03:30:50
evt_00007483,usr_0001037,acc_000141,certification_tracker,safety,abandoned,2025-01-12 05:36:09
evt_00007484,usr_0001034,acc_000141,certification_tracker,compliance,used,2025-02-18 06:00:33
evt_00007485,usr_0001032,acc_000141,sso_login,,blocked,2024-11-27 00:24:31
evt_00007486,usr_0001033,acc_000141,certification_tracker,compliance,used,2024-12-29 04:06:14
evt_00007487,usr_0001037,acc_000141,certification_tracker,safety,used,2024-12-16 15:15:59
evt_00007488,usr_0001037,acc_000141,certification_tracker,compliance,used,2024-11-27 05:44:19
evt_00007489,usr_0001033,acc_000141,certification_tracker,compliance,used,2025-01-04 13:22:25
evt_00007490,usr_0001032,acc_000141,sso_login,,abandoned,2024-12-22 17:18:09
evt_00007491,usr_0001037,acc_000141,certification_tracker,skills,used,2025-02-20 01:52:11
evt_00007492,usr_0001037,acc_000141,certification_tracker,onboarding,used,2025-01-16 21:42:22
evt_00007493,usr_0001037,acc_000141,certification_tracker,skills,abandoned,2025-01-09 20:28:43
evt_00007494,usr_0001037,acc_000141,certification_tracker,onboarding,used,2024-12-08 10:48:48
evt_00007495,usr_0001034,acc_000141,certification_tracker,compliance,used,2025-01-14 17:36:47
evt_00007496,usr_0001035,acc_000141,certification_tracker,safety,used,2024-12-20 02:39:32
evt_00007497,usr_0001036,acc_000141,certification_tracker,skills,used,2024-12-14 05:07:42
evt_00007498,usr_0001034,acc_000141,certification_tracker,compliance,abandoned,2025-02-02 12:36:10
evt_00007499,usr_0001036,acc_000141,certification_tracker,onboarding,used,2024-12-11 00:16:50
evt_00007500,usr_0001035,acc_000141,certification_tracker,compliance,used,2025-01-24 06:07:21
evt_00007501,usr_0001035,acc_000141,certification_tracker,onboarding,used,2025-01-17 11:41:57
evt_00007502,usr_0001034,acc_000141,certification_tracker,safety,used,2025-02-20 11:56:26
evt_00007503,usr_0001037,acc_000141,certification_tracker,skills,used,2025-01-19 08:04:15
evt_00007504,usr_0001036,acc_000141,certification_tracker,onboarding,used,2024-12-05 13:15:49
evt_00007505,usr_0001035,acc_000141,certification_tracker,compliance,used,2025-02-17 17:12:11
evt_00007506,usr_0001035,acc_000141,certification_tracker,compliance,used,2025-02-02 13:41:27
evt_00007507,usr_0001034,acc_000141,certification_tracker,safety,abandoned,2024-12-12 01:11:10
evt_00007508,usr_0001034,acc_000141,certification_tracker,onboarding,used,2024-12-17 03:42:00
evt_00007509,usr_0001037,acc_000141,certification_tracker,safety,used,2025-02-07 06:41:21
evt_00007510,usr_0001037,acc_000141,certification_tracker,safety,used,2025-02-17 22:15:08
evt_00007511,usr_0001037,acc_000141,certification_tracker,skills,used,2024-12-10 10:34:44
evt_00007512,usr_0001034,acc_000141,course_builder,onboarding,used,2024-12-18 04:50:38
evt_00007513,usr_0001033,acc_000141,course_builder,safety,used,2025-02-23 23:14:03
evt_00007514,usr_0001034,acc_000141,certification_tracker,skills,abandoned,2025-02-02 12:09:02
evt_00007515,usr_0001034,acc_000141,certification_tracker,safety,used,2024-12-14 09:23:58
evt_00007516,usr_0001033,acc_000141,certification_tracker,skills,used,2024-12-20 17:19:14
evt_00007517,usr_0001032,acc_000141,hris_sync,,abandoned,2024-12-31 07:12:15
evt_00007518,usr_0001033,acc_000141,certification_tracker,compliance,abandoned,2024-11-27 23:15:06
evt_00007519,usr_0001035,acc_000141,certification_tracker,safety,used,2024-12-31 16:19:18
evt_00007520,usr_0001036,acc_000141,certification_tracker,safety,used,2025-01-17 08:32:41
evt_00007521,usr_0001035,acc_000141,certification_tracker,compliance,used,2024-12-06 22:56:35
evt_00007522,usr_0001036,acc_000141,certification_tracker,skills,used,2025-02-10 01:27:25
evt_00007523,usr_0001035,acc_000141,certification_tracker,onboarding,used,2025-01-03 17:38:34
evt_00007524,usr_0001035,acc_000141,certification_tracker,compliance,used,2025-01-26 00:53:59
evt_00007525,usr_0001033,acc_000141,certification_tracker,compliance,used,2024-12-26 10:23:02
