account_id,month,courses_assigned,courses_completed,overdue_certifications,seats_used,support_tickets,support_ticket_category
acc_000114,2024-08-01,26,18,1,1,0,none
acc_000114,2024-09-01,46,34,2,1,0,none
acc_000114,2024-10-01,45,33,6,1,0,none
acc_000114,2024-11-01,31,21,3,1,0,none
acc_000114,2024-12-01,33,22,0,1,0,none
acc_000114,2024-12-01,25,16,3,1,1,none
acc_000114,2025-01-01,30,19,3,1,0,none
acc_000114,2025-03-01,46,34,3,1,0,none
acc_000115,2024-01-01,17,10,2,3,0,none
acc_000115,2024-02-01,12,6,0,3,0,none
acc_000115,2024-03-01,26,13,5,5,0,none
acc_000115,2024-04-01,24,15,4,5,0,none
acc_000115,2024-05-01,15,9,1,4,0,none
acc_000115,2024-06-01,12,8,2,4,0,none
acc_000115,2024-07-01,13,8,2,4,0,none
acc_000115,2024-08-01,12,6,1,3,0,none
acc_000115,2024-09-01,21,14,5,5,0,none
acc_000115,2024-10-01,29,18,8,3,0,none
acc_000115,2024-11-01,15,9,2,5,0,none
acc_000115,2024-12-01,14,9,0,3,0,none
acc_000115,2024-12-01,16,9,3,5,0,none
acc_000115,2025-01-01,5,2,0,1,0,none
acc_000115,2025-03-01,5,3,0,1,0,none
acc_000116,2024-04-01,238,232,15,9,0,none
acc_000116,2024-05-01,127,98,16,10,0,none
acc_000116,2024-06-01,165,145,4,9,1,product
acc_000116,2024-07-01,135,123,9,6,0,none
acc_000116,2024-08-01,164,131,11,8,0,none
acc_000116,2024-09-01,253,233,34,8,0,none
acc_000116,2024-10-01,186,184,9,9,0,none
acc_000116,2024-11-01,158,156,14,8,0,none
acc_000116,2024-12-01,172,131,16,9,1,none
acc_000116,2024-12-01,124,109,6,7,1,integration
acc_000116,2025-01-01,159,146,3,10,0,none
acc_000116,2025-03-01,171,166,7,8,0,none
acc_000117,2024-01-01,13,10,0,3,0,none
acc_000117,2024-02-01,15,10,2,3,0,none
acc_000117,2024-03-01,23,17,0,3,0,none
acc_000117,2024-04-01,22,15,2,4,0,none
acc_000117,2024-05-01,14,10,1,5,0,none
acc_000117,2024-06-01,18,13,1,3,0,none
acc_000117,2024-07-01,17,10,0,3,0,none
acc_000117,2024-08-01,18,13,0,3,0,none
acc_000117,2024-09-01,29,22,3,5,0,none
acc_000117,2024-10-01,28,17,2,3,0,none
acc_000117,2024-11-01,14,8,1,3,0,none
acc_000117,2024-12-01,18,11,2,5,0,none
acc_000117,2024-12-01,13,8,1,3,0,none
acc_000117,2025-01-01,13,10,1,4,0,none
acc_000117,2025-03-01,21,15,1,3,0,none
acc_000118,2024-09-01,70,59,7,2,0,none
acc_000118,2024-10-01,68,61,5,2,1,product
acc_000118,2024-11-01,38,26,3,2,0,none
acc_000118,2024-12-01,40,28,4,2,0,none
acc_000118,2024-12-01,40,35,5,1,0,none
acc_000118,2025-01-01,35,31,3,2,0,none
acc_000118,2025-03-01,50,35,1,1,0,none
acc_000119,2024-01-01,90,72,8,6,1,billing
acc_000119,2024-02-01,87,67,2,6,0,none
acc_000119,2024-03-01,103,70,4,3,0,none
acc_000119,2024-04-01,163,111,5,6,0,none
acc_000119,2024-05-01,100,89,11,4,0,none
acc_000119,2024-06-01,95,83,12,5,0,none
acc_000119,2024-07-01,84,59,2,6,0,none
acc_000119,2024-08-01,77,62,4,5,0,none
acc_000119,2024-09-01,116,97,15,4,0,none
acc_000119,2024-10-01,127,90,18,4,0,none
acc_000119,2024-11-01,88,64,8,5,0,none
acc_000119,2024-12-01,87,60,4,5,0,none
acc_000119,2024-12-01,78,65,8,4,0,none
acc_000119,2025-01-01,99,91,7,5,0,none
acc_000119,2025-03-01,130,105,10,6,0,none
acc_000120,2025-01-01,268,194,18,19,0,none
acc_000120,2025-03-01,466,379,37,13,0,none
acc_000121,2024-01-01,39,27,5,2,0,none
acc_000121,2024-02-01,39,32,2,1,0,none
acc_000121,2024-03-01,56,45,1,1,0,none
acc_000121,2024-04-01,58,47,5,2,0,none
acc_000121,2024-05-01,40,33,1,2,0,none
acc_000121,2024-06-01,43,38,5,1,0,none
acc_000121,2024-07-01,44,40,3,1,1,none
acc_000121,2024-08-01,35,27,5,2,0,none
acc_000121,2024-09-01,71,50,4,2,0,none
acc_000121,2024-10-01,52,37,2,2,0,none
acc_000121,2024-11-01,35,26,3,2,0,none
acc_000121,2024-12-01,35,31,1,1,0,none
acc_000121,2024-12-01,44,31,4,2,0,none
acc_000121,2025-01-01,40,31,1,2,1,integration
acc_000121,2025-03-01,77,66,10,2,0,none
acc_000122,2024-10-01,87,84,10,5,0,none
acc_000122,2024-11-01,65,53,8,6,0,none
acc_000122,2024-12-01,68,66,5,6,0,none
acc_000122,2024-12-01,74,56,2,6,0,none
acc_000122,2025-01-01,65,52,3,5,0,none
acc_000122,2025-03-01,117,90,3,3,1,integration
acc_000123,2024-10-01,38,28,3,3,0,none
acc_000123,2024-11-01,21,15,1,3,0,none
acc_000123,2024-12-01,20,18,1,2,0,none
acc_000123,2024-12-01,23,18,3,2,0,none
acc_000123,2025-01-01,26,22,1,2,0,none
acc_000123,2025-03-01,27,20,0,2,0,none
acc_000124,2024-01-01,21,14,1,3,0,none
acc_000124,2024-02-01,29,21,4,2,0,none
acc_000124,2024-03-01,40,30,2,2,1,integration
acc_000124,2024-04-01,38,32,3,2,0,none
acc_000124,2024-05-01,22,17,1,4,0,none
acc_000124,2024-06-01,29,22,1,2,0,none
acc_000124,2024-07-01,29,20,1,4,1,none
acc_000124,2024-08-01,29,26,1,4,0,none
acc_000124,2024-09-01,37,32,1,4,0,none
acc_000124,2024-10-01,49,37,2,4,0,none
acc_000124,2024-11-01,31,22,3,4,0,none
acc_000124,2024-12-01,30,25,2,3,0,none
acc_000124,2024-12-01,24,19,1,4,0,none
acc_000124,2025-01-01,26,18,3,4,0,none
acc_000124,2025-03-01,35,28,2,4,0,none
acc_000125,2024-01-01,20,14,1,2,0,none
acc_000125,2024-02-01,20,16,2,2,0,none
acc_000125,2024-03-01,27,23,2,1,0,none
acc_000125,2024-04-01,33,24,4,2,1,none
acc_000125,2024-05-01,18,13,0,2,0,none
acc_000125,2024-06-01,21,19,1,1,0,none
acc_000125,2024-07-01,17,13,2,2,0,none
acc_000125,2024-08-01,18,14,1,2,0,none
acc_000125,2024-09-01,26,18,1,2,0,none
acc_000125,2024-10-01,33,23,4,2,0,none
acc_000125,2024-11-01,18,17,2,1,0,none
acc_000125,2024-12-01,23,20,0,2,0,none
acc_000125,2024-12-01,24,20,3,2,0,none
acc_000125,2025-01-01,23,20,0,1,0,none
acc_000125,2025-03-01,29,20,1,2,0,none
acc_000126,2024-01-01,73,44,21,5,1,billing
acc_000126,2024-02-01,79,41,5,5,1,product
acc_000126,2024-03-01,132,83,20,4,0,none
acc_000126,2024-04-01,143,71,35,3,0,none
acc_000126,2024-05-01,75,43,5,3,0,none
acc_000126,2024-06-01,92,48,14,4,1,integration
acc_000126,2024-07-01,79,42,14,4,0,none
acc_000126,2024-08-01,80,51,7,4,0,none
acc_000126,2024-09-01,132,83,12,4,0,none
acc_000126,2024-10-01,129,73,20,3,0,none
acc_000126,2024-11-01,82,42,14,3,0,none
acc_000126,2024-12-01,87,45,23,5,0,none
acc_000126,2024-12-01,95,48,30,3,0,none
acc_000126,2025-01-01,19,11,0,1,1,product
acc_000126,2025-03-01,39,20,1,1,0,none
acc_000127,2024-01-01,17,15,0,2,0,none
acc_000127,2024-02-01,14,13,0,2,0,none
acc_000127,2024-03-01,27,20,3,2,0,none
acc_000127,2024-04-01,19,18,1,2,0,none
acc_000127,2024-05-01,14,12,1,2,0,none
acc_000127,2024-06-01,14,13,1,2,1,product
acc_000127,2024-07-01,13,10,0,2,1,integration
acc_000127,2024-08-01,14,12,2,2,0,none
acc_000127,2024-09-01,23,21,2,2,0,none
acc_000127,2024-10-01,20,19,1,1,1,product
acc_000127,2024-11-01,16,12,2,2,0,none
acc_000127,2024-12-01,16,15,2,1,0,none
acc_000127,2024-12-01,14,11,1,2,0,none
acc_000127,2025-01-01,16,13,0,2,0,none
acc_000127,2025-03-01,24,23,2,2,0,none
acc_000128,2024-01-01,118,101,16,8,0,none
acc_000128,2024-02-01,95,72,3,5,0,none
acc_000128,2024-03-01,191,161,22,6,0,none
acc_000128,2024-04-01,165,119,12,7,0,none
acc_000128,2024-05-01,94,73,5,6,1,product
acc_000128,2024-06-01,110,89,6,6,0,none
acc_000128,2024-07-01,97,63,9,5,0,none
acc_000128,2024-08-01,94,71,9,4,0,none
acc_000128,2024-09-01,189,148,11,5,0,none
acc_000128,2024-10-01,124,92,15,5,0,none
acc_000128,2024-11-01,85,73,7,6,0,none
acc_000128,2024-12-01,92,70,12,7,0,none
acc_000128,2024-12-01,109,76,10,5,0,none
acc_000128,2025-01-01,85,72,10,4,0,none
acc_000128,2025-03-01,175,147,5,4,0,none
acc_000129,2024-07-01,62,43,1,4,0,none
acc_000129,2024-08-01,59,43,5,8,0,none
acc_000129,2024-09-01,72,61,10,6,0,none
acc_000129,2024-10-01,88,72,12,8,0,none
acc_000129,2024-11-01,46,38,6,8,0,none
acc_000129,2024-12-01,57,44,3,6,1,product
acc_000129,2024-12-01,61,47,7,4,0,none
acc_000129,2025-01-01,42,33,3,6,0,none
acc_000129,2025-03-01,88,59,5,6,0,none
acc_000130,2024-01-01,25,19,1,1,0,none
acc_000130,2024-02-01,23,17,1,1,0,none
acc_000130,2024-03-01,38,31,3,1,1,none
acc_000130,2024-04-01,38,33,1,1,0,none
acc_000130,2024-05-01,19,15,1,1,0,none
acc_000130,2024-06-01,19,13,2,1,0,none
acc_000130,2024-07-01,20,15,0,1,0,none
acc_000130,2024-08-01,20,15,0,1,0,none
acc_000130,2024-09-01,37,31,2,1,0,none
acc_000130,2024-10-01,49,38,3,1,1,none
acc_000130,2024-11-01,24,23,2,1,1,none
acc_000130,2024-12-01,23,20,0,1,0,none
acc_000130,2024-12-01,19,13,1,1,0,none
acc_000130,2025-01-01,25,20,2,1,0,none
acc_000130,2025-03-01,28,25,1,1,0,none
acc_000131,2024-05-01,21,13,1,1,1,billing
acc_000131,2024-06-01,16,10,0,1,0,none
acc_000131,2024-07-01,20,16,2,1,0,none
acc_000131,2024-08-01,21,13,1,1,0,none
acc_000131,2024-09-01,28,19,1,1,0,none
acc_000131,2024-10-01,29,23,1,1,0,none
acc_000131,2024-11-01,21,15,2,1,0,none
acc_000131,2024-12-01,22,14,2,1,1,product
acc_000131,2024-12-01,17,14,0,1,0,none
acc_000131,2025-01-01,21,15,0,1,0,none
acc_000131,2025-03-01,40,29,5,1,0,none
acc_000132,2024-02-01,34,29,4,6,0,none
acc_000132,2024-03-01,38,31,5,5,1,none
acc_000132,2024-04-01,46,39,6,5,0,none
acc_000132,2024-05-01,29,25,2,8,0,none
acc_000132,2024-06-01,35,28,3,9,1,integration
acc_000132,2024-07-01,28,24,2,9,1,none
acc_000132,2024-08-01,30,23,2,9,0,none
acc_000132,2024-09-01,55,45,2,9,0,none
acc_000132,2024-10-01,51,40,5,6,0,none
acc_000132,2024-11-01,31,22,1,5,0,none
acc_000132,2024-12-01,36,33,2,6,1,product
acc_000132,2024-12-01,39,32,1,6,0,none
acc_000132,2025-01-01,35,31,4,8,1,none
acc_000132,2025-03-01,47,44,1,7,0,none
acc_000133,2024-12-01,124,110,10,5,0,none
acc_000133,2025-01-01,101,99,12,6,0,none
acc_000133,2025-03-01,210,207,24,6,1,product
acc_000134,2024-01-01,59,47,4,5,0,none
acc_000134,2024-02-01,63,57,6,5,0,none
acc_000134,2024-03-01,92,77,12,4,0,none
acc_000134,2024-04-01,107,97,6,5,0,none
acc_000134,2024-05-01,66,55,4,5,0,none
acc_000134,2024-06-01,77,57,3,4,0,none
acc_000134,2024-07-01,73,67,3,4,0,none
acc_000134,2024-08-01,54,39,3,3,0,none
acc_000134,2024-09-01,122,96,13,4,0,none
acc_000134,2024-10-01,134,99,10,3,0,none
acc_000134,2024-11-01,74,65,6,3,0,none
acc_000134,2024-12-01,59,55,8,5,0,none
acc_000134,2024-12-01,60,53,1,3,0,none
acc_000134,2025-01-01,78,75,6,5,0,none
acc_000134,2025-03-01,77,60,5,3,0,none
acc_000135,2024-02-01,20,16,0,2,0,none
acc_000135,2024-03-01,23,17,1,3,0,none
acc_000135,2024-04-01,25,18,0,3,0,none
acc_000135,2024-05-01,19,13,2,3,0,none
acc_000135,2024-06-01,21,18,1,2,0,none
acc_000135,2024-07-01,18,15,1,3,0,none
acc_000135,2024-08-01,14,10,1,2,1,product
acc_000135,2024-09-01,33,26,3,2,0,none
acc_000135,2024-10-01,24,18,1,2,0,none
acc_000135,2024-11-01,19,14,0,3,1,integration
acc_000135,2024-12-01,21,16,1,2,0,none
acc_000135,2024-12-01,21,14,1,3,0,none
acc_000135,2025-01-01,14,9,1,2,0,none
acc_000135,2025-03-01,21,17,2,3,0,none
acc_000136,2024-03-01,58,42,1,4,0,none
acc_000136,2024-04-01,61,43,6,4,0,none
acc_000136,2024-05-01,41,33,2,4,0,none
acc_000136,2024-06-01,44,34,3,3,0,none
acc_000136,2024-07-01,36,31,1,2,0,none
acc_000136,2024-08-01,40,28,2,4,0,none
acc_000136,2024-09-01,52,44,3,3,1,integration
acc_000136,2024-10-01,69,59,8,3,0,none
acc_000136,2024-11-01,35,28,3,3,0,none
acc_000136,2024-12-01,40,31,5,3,0,none
acc_000136,2024-12-01,36,29,3,3,0,none
acc_000136,2025-01-01,38,31,5,3,0,none
acc_000136,2025-03-01,64,48,4,3,1,integration
acc_000137,2024-05-01,9,7,1,2,0,none
acc_000137,2024-06-01,11,8,1,2,0,none
acc_000137,2024-07-01,11,8,1,1,0,none
acc_000137,2024-08-01,8,5,0,1,0,none
acc_000137,2024-09-01,19,15,1,2,1,none
acc_000137,2024-10-01,12,9,1,1,0,none
acc_000137,2024-11-01,10,6,0,2,0,none
acc_000137,2024-12-01,11,8,0,2,1,product
acc_000137,2024-12-01,9,7,0,2,0,none
acc_000137,2025-01-01,11,9,1,2,0,none
acc_000137,2025-03-01,16,12,1,1,0,none
acc_000138,2024-01-01,21,18,2,1,0,none
acc_000138,2024-02-01,21,19,1,1,0,none
acc_000138,2024-03-01,22,17,1,1,0,none
acc_000138,2024-04-01,25,17,1,1,0,none
acc_000138,2024-05-01,19,14,2,1,1,product
acc_000138,2024-06-01,16,13,1,1,0,none
acc_000138,2024-07-01,21,18,1,1,0,none
acc_000138,2024-08-01,18,15,1,1,0,none
acc_000138,2024-09-01,41,36,4,1,0,none
acc_000138,2024-10-01,33,30,1,1,0,none
acc_000138,2024-11-01,21,18,0,1,1,integration
acc_000138,2024-12-01,23,19,1,1,0,none
acc_000138,2024-12-01,19,13,0,1,0,none
acc_000138,2025-01-01,18,16,1,1,0,none
acc_000138,2025-03-01,33,27,0,1,0,none
acc_000139,2024-01-01,176,130,25,17,0,none
acc_000139,2024-02-01,196,149,8,12,0,none
acc_000139,2024-03-01,270,229,30,10,1,product
acc_000139,2024-04-01,232,196,8,13,0,none
acc_000139,2024-05-01,154,127,7,13,0,none
acc_000139,2024-06-01,165,142,6,12,1,product
acc_000139,2024-07-01,154,127,6,13,0,none
acc_000139,2024-08-01,193,132,8,10,0,none
acc_000139,2024-09-01,250,185,9,13,0,none
acc_000139,2024-10-01,228,154,6,11,0,none
acc_000139,2024-11-01,167,110,13,12,1,none
acc_000139,2024-12-01,159,129,20,16,0,none
acc_000139,2024-12-01,168,124,3,13,1,product
acc_000139,2025-01-01,147,118,4,13,0,none
acc_000139,2025-03-01,303,262,20,17,0,none
acc_000140,2024-08-01,13,10,0,3,0,none
acc_000140,2024-09-01,20,16,1,5,0,none
acc_000140,2024-10-01,23,19,2,3,1,product
acc_000140,2024-11-01,18,13,1,4,0,none
acc_000140,2024-12-01,15,10,0,5,0,none
acc_000140,2024-12-01,19,15,0,5,0,none
acc_000140,2025-01-01,13,9,0,3,0,none
acc_000140,2025-03-01,31,21,2,5,1,integration
acc_000141,2024-12-01,31,24,4,3,0,none
acc_000141,2025-01-01,39,27,4,3,0,none
acc_000141,2025-03-01,54,38,6,3,0,none
acc_000142,2024-01-01,15,11,1,4,0,none
acc_000142,2024-02-01,20,19,0,3,0,none
acc_000142,2024-03-01,33,25,3,4,0,none
acc_000142,2024-04-01,27,24,1,3,1,none
acc_000142,2024-05-01,16,14,1,2,0,none
acc_000142,2024-06-01,21,19,2,4,0,none
acc_000142,2024-07-01,19,17,1,3,0,none
acc_000142,2024-08-01,17,13,2,3,0,none
acc_000142,2024-09-01,30,24,1,3,0,none
acc_000142,2024-10-01,28,27,1,2,0,none
acc_000142,2024-11-01,18,17,1,2,0,none
acc_000142,2024-12-01,21,17,1,3,0,none
acc_000142,2024-12-01,20,17,2,3,1,none
acc_000142,2025-01-01,15,11,1,2,1,product
acc_000142,2025-03-01,33,28,3,4,1,integration
acc_000143,2024-10-01,60,53,7,2,1,integration
acc_000143,2024-11-01,42,28,3,2,1,none
acc_000143,2024-12-01,44,35,3,1,1,none
acc_000143,2024-12-01,41,34,3,2,0,none
acc_000143,2025-01-01,36,24,2,2,1,product
acc_000143,2025-03-01,59,41,3,2,0,none
acc_000144,2024-06-01,28,19,4,5,0,none
acc_000144,2024-07-01,31,19,2,3,1,none
acc_000144,2024-08-01,33,17,2,5,0,none
acc_000144,2024-09-01,50,30,4,5,1,product
acc_000144,2024-10-01,37,22,5,4,0,none
acc_000144,2024-11-01,25,15,5,4,0,none
acc_000144,2024-12-01,29,20,2,3,0,none
acc_000144,2024-12-01,30,18,5,4,1,product
acc_000144,2025-01-01,9,5,0,1,0,none
acc_000144,2025-03-01,9,5,0,1,0,none
acc_000145,2024-01-01,39,28,1,5,0,none
acc_000145,2024-02-01,36,22,4,5,0,none
acc_000145,2024-03-01,57,36,7,6,0,none
acc_000145,2024-04-01,54,36,4,4,1,integration
acc_000145,2024-05-01,45,36,2,6,1,integration
acc_000145,2024-06-01,39,31,3,5,0,none
acc_000145,2024-07-01,40,29,1,4,0,none
acc_000145,2024-08-01,34,25,2,5,0,none
acc_000145,2024-09-01,71,47,8,7,0,none
acc_000145,2024-10-01,72,48,10,6,0,none
acc_000145,2024-11-01,40,31,1,5,1,product
acc_000145,2024-12-01,37,25,2,5,0,none
acc_000145,2024-12-01,44,27,2,5,0,none
acc_000145,2025-01-01,35,28,1,6,0,none
acc_000145,2025-03-01,59,43,7,5,0,none
acc_000146,2024-01-01,20,14,0,1,0,none
acc_000146,2024-02-01,25,22,3,1,0,none
acc_000146,2024-03-01,38,27,5,1,0,none
acc_000146,2024-04-01,32,27,0,1,0,none
acc_000146,2024-05-01,25,19,2,1,0,none
acc_000146,2024-06-01,19,17,0,1,0,none
acc_000146,2024-07-01,23,20,2,1,0,none
acc_000146,2024-08-01,24,17,0,1,0,none
acc_000146,2024-09-01,32,29,1,1,0,none
acc_000146,2024-10-01,31,23,2,1,0,none
acc_000146,2024-11-01,21,14,0,1,0,none
acc_000146,2024-12-01,26,23,1,1,0,none
acc_000146,2024-12-01,21,15,1,1,0,none
acc_000146,2025-01-01,27,23,1,1,0,none
acc_000146,2025-03-01,33,27,3,1,0,none
acc_000147,2024-01-01,12,8,0,3,0,none
acc_000147,2024-02-01,13,11,1,2,0,none
acc_000147,2024-03-01,16,11,1,3,0,none
acc_000147,2024-04-01,17,13,2,2,0,none
acc_000147,2024-05-01,10,7,1,2,0,none
acc_000147,2024-06-01,13,9,1,2,0,none
acc_000147,2024-07-01,11,7,1,2,0,none
acc_000147,2024-08-01,10,8,1,2,0,none
acc_000147,2024-09-01,19,14,2,2,0,none
acc_000147,2024-10-01,23,16,3,3,0,none
acc_000147,2024-11-01,12,9,1,3,0,none
acc_000147,2024-12-01,12,9,1,2,0,none
acc_000147,2024-12-01,12,8,1,3,0,none
acc_000147,2025-01-01,10,7,0,3,0,none
acc_000147,2025-03-01,13,8,0,3,0,none
acc_000148,2024-05-01,37,31,3,2,0,none
acc_000148,2024-06-01,29,20,1,2,0,none
acc_000148,2024-07-01,26,20,0,2,0,none
acc_000148,2024-08-01,33,29,2,3,0,none
acc_000148,2024-09-01,47,40,4,3,1,product
acc_000148,2024-10-01,46,40,3,3,0,none
acc_000148,2024-11-01,37,34,2,2,0,none
acc_000148,2024-12-01,27,25,1,3,0,none
acc_000148,2024-12-01,32,23,1,2,0,none
acc_000148,2025-01-01,36,27,2,3,0,none
acc_000148,2025-03-01,52,40,4,3,0,none
acc_000149,2024-01-01,134,132,18,16,0,none
acc_000149,2024-02-01,115,92,5,21,1,product
acc_000149,2024-03-01,188,186,9,14,0,none
acc_000149,2024-04-01,223,203,5,21,0,none
acc_000149,2024-05-01,127,122,13,19,0,none
acc_000149,2024-06-01,118,113,16,17,0,none
acc_000149,2024-07-01,115,91,10,22,0,none
acc_000149,2024-08-01,116,95,2,19,0,none
acc_000149,2024-09-01,181,142,23,20,0,none
acc_000149,2024-10-01,144,139,18,21,0,none
acc_000149,2024-11-01,116,114,6,17,0,none
acc_000149,2024-12-01,109,90,7,22,0,none
acc_000149,2024-12-01,131,129,12,14,0,none
acc_000149,2025-01-01,140,126,15,21,0,none
acc_000149,2025-03-01,172,143,15,13,0,none
acc_000150,2024-01-01,30,24,1,1,0,none
acc_000150,2024-02-01,39,33,2,1,0,none
acc_000150,2024-03-01,47,35,6,1,0,none
acc_000150,2024-04-01,52,43,5,1,1,product
acc_000150,2024-05-01,33,28,1,1,0,none
acc_000150,2024-06-01,31,27,3,1,0,none
acc_000150,2024-07-01,41,39,0,1,1,integration
acc_000150,2024-08-01,40,37,3,1,0,none
acc_000150,2024-09-01,56,51,4,1,0,none
acc_000150,2024-10-01,58,44,8,1,0,none
acc_000150,2024-11-01,33,28,4,1,0,none
acc_000150,2024-12-01,31,23,4,1,0,none
acc_000150,2024-12-01,30,27,1,1,0,none
acc_000150,2025-01-01,28,22,2,1,0,none
acc_000150,2025-03-01,52,49,1,1,0,none
acc_000151,2024-01-01,38,37,5,5,0,none
acc_000151,2024-02-01,47,38,6,7,0,none
acc_000151,2024-03-01,66,65,2,5,1,none
acc_000151,2024-04-01,66,65,8,8,0,none
acc_000151,2024-05-01,37,36,4,5,0,none
acc_000151,2024-06-01,36,34,2,8,0,none
acc_000151,2024-07-01,48,47,4,5,0,none
acc_000151,2024-08-01,39,36,4,7,0,none
acc_000151,2024-09-01,64,63,4,5,0,none
acc_000151,2024-10-01,69,68,3,4,0,none
acc_000151,2024-11-01,50,44,7,8,0,none
acc_000151,2024-12-01,43,37,2,8,0,none
acc_000151,2024-12-01,40,39,5,7,1,product
acc_000151,2025-01-01,50,42,6,5,0,none
acc_000151,2025-03-01,64,53,1,4,1,product
acc_000152,2024-02-01,9,5,0,3,0,none
acc_000152,2024-03-01,16,12,1,4,0,none
acc_000152,2024-04-01,18,14,1,4,1,integration
acc_000152,2024-05-01,14,9,1,4,0,none
acc_000152,2024-06-01,13,9,0,2,0,none
acc_000152,2024-07-01,13,10,0,3,1,integration
acc_000152,2024-08-01,10,6,0,3,0,none
acc_000152,2024-09-01,16,12,1,4,0,none
acc_000152,2024-10-01,14,12,1,4,0,none
acc_000152,2024-11-01,10,6,0,4,0,none
acc_000152,2024-12-01,13,10,1,4,0,none
acc_000152,2024-12-01,13,11,1,3,0,none
acc_000152,2025-01-01,11,8,0,3,0,none
acc_000152,2025-03-01,17,13,0,4,0,none
acc_000153,2024-11-01,125,77,10,2,0,none
acc_000153,2024-12-01,94,62,6,3,0,none
acc_000153,2024-12-01,125,78,14,2,0,none
acc_000153,2025-01-01,102,74,13,2,0,none
acc_000153,2025-03-01,171,116,18,2,0,none
acc_000154,2024-04-01,126,114,17,4,0,none
acc_000154,2024-05-01,78,63,5,5,0,none
acc_000154,2024-06-01,67,55,3,5,0,none
acc_000154,2024-07-01,61,54,3,8,0,none
acc_000154,2024-08-01,68,58,5,5,1,integration
acc_000154,2024-09-01,132,105,12,5,1,none
acc_000154,2024-10-01,116,108,13,7,0,none
acc_000154,2024-11-01,86,83,6,8,0,none
acc_000154,2024-12-01,76,65,6,8,0,none
acc_000154,2024-12-01,75,71,10,5,0,none
acc_000154,2025-01-01,80,79,9,7,1,product
acc_000154,2025-03-01,134,100,7,7,0,none
acc_000155,2024-01-01,42,31,1,6,0,none
acc_000155,2024-02-01,38,25,5,4,0,none
acc_000155,2024-03-01,80,64,5,4,0,none
acc_000155,2024-04-01,57,44,6,5,0,none
acc_000155,2024-05-01,37,31,3,6,1,none
acc_000155,2024-06-01,45,36,3,4,0,none
acc_000155,2024-07-01,35,30,3,7,0,none
acc_000155,2024-08-01,41,32,1,8,0,none
acc_000155,2024-09-01,65,53,5,8,0,none
acc_000155,2024-10-01,53,38,6,5,0,none
acc_000155,2024-11-01,38,26,3,7,0,none
acc_000155,2024-12-01,38,31,1,6,0,none
acc_000155,2024-12-01,34,23,4,5,0,none
acc_000155,2025-01-01,40,27,3,7,0,none
acc_000155,2025-03-01,43,31,2,6,0,none
acc_000156,2024-01-01,44,25,13,5,1,integration
acc_000156,2024-02-01,39,24,4,8,1,none
acc_000156,2024-03-01,84,45,9,9,0,none
acc_000156,2024-04-01,52,28,1,7,0,none
acc_000156,2024-05-01,36,18,4,6,0,none
acc_000156,2024-06-01,46,22,2,5,0,none
acc_000156,2024-07-01,41,21,13,7,0,none
acc_000156,2024-08-01,40,24,11,8,0,none
acc_000156,2024-09-01,57,31,15,8,0,none
acc_000156,2024-10-01,65,33,11,6,0,none
acc_000156,2024-11-01,41,22,11,7,1,integration
acc_000156,2024-12-01,48,28,1,9,0,none
acc_000156,2024-12-01,51,27,2,5,0,none
acc_000156,2025-01-01,12,6,0,2,0,none
acc_000156,2025-03-01,26,12,0,2,0,none
acc_000157,2024-12-01,26,15,8,1,0,none
acc_000157,2024-12-01,35,21,8,1,0,none
acc_000157,2025-01-01,11,5,2,1,0,none
acc_000157,2025-03-01,15,7,0,1,0,none
acc_000158,2024-01-01,66,57,7,5,0,none
acc_000158,2024-02-01,60,45,2,7,0,none
acc_000158,2024-03-01,106,75,13,4,1,product
acc_000158,2024-04-01,106,79,13,5,0,none
acc_000158,2024-05-01,74,57,1,7,1,none
acc_000158,2024-06-01,71,61,3,7,0,none
acc_000158,2024-07-01,67,50,2,7,0,none
acc_000158,2024-08-01,79,65,8,5,1,product
acc_000158,2024-09-01,77,50,9,6,0,none
acc_000158,2024-10-01,105,83,10,7,0,none
acc_000158,2024-11-01,61,41,5,5,0,none
acc_000158,2024-12-01,61,40,7,6,0,none
acc_000158,2024-12-01,65,45,9,5,0,none
acc_000158,2025-01-01,78,63,5,5,0,none
acc_000158,2025-03-01,90,62,3,6,0,none
acc_000159,2024-01-01,97,91,8,2,1,none
acc_000159,2024-02-01,98,88,4,4,0,none
acc_000159,2024-03-01,147,125,18,4,0,none
acc_000159,2024-04-01,133,125,9,4,1,product
acc_000159,2024-05-01,108,95,15,4,0,none
acc_000159,2024-06-01,133,124,16,3,0,none
acc_000159,2024-07-01,92,87,5,4,0,none
acc_000159,2024-08-01,98,97,8,4,1,none
acc_000159,2024-09-01,198,189,8,4,0,none
acc_000159,2024-10-01,190,153,19,4,0,none
acc_000159,2024-11-01,127,118,11,3,0,none
acc_000159,2024-12-01,125,99,15,3,1,product
acc_000159,2024-12-01,91,78,3,3,0,none
acc_000159,2025-01-01,119,117,13,3,0,none
acc_000159,2025-03-01,177,169,22,3,0,none
acc_000160,2024-01-01,67,61,4,5,0,none
acc_000160,2024-02-01,65,52,3,8,0,none
acc_000160,2024-03-01,109,79,5,7,0,none
acc_000160,2024-04-01,126,104,18,9,0,none
acc_000160,2024-05-01,62,46,3,9,0,none
acc_000160,2024-06-01,80,63,11,6,0,none
acc_000160,2024-07-01,86,59,3,7,1,integration
acc_000160,2024-08-01,74,53,6,8,1,product
