event_id,user_id,account_id,feature_name,meal_category,event_type,timestamp
evt_00083935,usr_0001509,acc_000934,recipe_browse,dinner,abandoned,2024-01-12 18:58:10
evt_00099799,usr_0001799,acc_001115,meal_plan_builder,lunch,used,2024-01-06 21:33:25
evt_00115394,usr_0002103,acc_001297,collection_create,,used,2023-06-25 16:17:19
evt_00131125,usr_0002392,acc_001480,grocery_sync,,used,2024-02-05 16:35:17
evt_00046141,usr_0000845,acc_000534,meal_plan_builder,breakfast,used,2023-02-23 13:18:37
evt_00047611,usr_0000871,acc_000555,dietary_filter,,used,2023-09-07 17:14:37
evt_00019986,usr_0000354,acc_000232,recipe_import,,abandoned,2023-08-19 13:39:28
evt_00157280,usr_0002856,acc_001769,nutritional_info,,used,2024-03-30 16:51:45
evt_00085280,usr_0001531,acc_000950,collection_create,,blocked,2024-02-04 19:31:19
evt_00005606,usr_0000110,acc_000071,recipe_browse,lunch,used,2024-02-02 20:25:01
evt_00090126,usr_0001618,acc_001002,recipe_browse,lunch,used,2023-04-15 13:59:59
evt_00055322,usr_0001017,acc_000636,grocery_sync,,blocked,2022-09-21 12:01:55
evt_00032152,usr_0000594,acc_000372,recipe_browse,dessert,abandoned,2023-07-22 13:53:56
evt_00105619,usr_0001911,acc_001178,recipe_browse,dinner,used,2023-08-13 07:55:45
evt_00013022,usr_0000243,acc_000160,nutritional_info,,used,2023-02-19 10:28:58
evt_00136004,usr_0002490,acc_001537,collection_create,,blocked,2023-11-11 12:02:35
evt_00080219,usr_0001434,acc_000892,recipe_browse,lunch,used,2024-04-13 07:17:30
evt_00088356,usr_0001585,acc_000983,recipe_browse,dinner,used,2023-07-04 18:07:57
evt_00082551,usr_0001485,acc_000918,collection_create,,abandoned,2024-02-22 11:43:56
evt_00009967,usr_0000179,acc_000117,recipe_browse,lunch,abandoned,2024-03-15 18:42:22
evt_00052644,usr_0000977,acc_000610,recipe_browse,breakfast,abandoned,2023-10-30 18:05:53
evt_00149718,usr_0002714,acc_001688,dietary_filter,,used,2022-10-19 21:35:11
evt_00092094,usr_0001653,acc_001025,recipe_browse,snack,abandoned,2023-12-22 20:43:39
evt_00141018,usr_0002573,acc_001595,recipe_browse,dinner,used,2023-05-17 08:40:58
evt_00060567,usr_0001103,acc_000690,collection_create,,abandoned,2024-01-12 15:06:41
evt_00070464,usr_0001268,acc_000792,recipe_import,,used,2024-05-14 14:54:58
evt_00052215,usr_0000972,acc_000607,nutritional_info,,used,2022-09-21 11:52:40
evt_00031960,usr_0000592,acc_000371,recipe_browse,lunch,used,2023-09-10 19:58:18
evt_00024089,usr_0000439,acc_000285,collection_create,,used,2024-05-02 07:24:08
evt_00127066,usr_0002314,acc_001432,dietary_filter,,abandoned,2023-03-20 16:13:51
evt_00112058,usr_0002034,acc_001258,recipe_browse,dinner,used,2024-01-03 19:57:49
evt_00050452,usr_0000940,acc_000588,nutritional_info,,used,2024-05-24 09:59:30
evt_00150951,usr_0002735,acc_001701,recipe_import,,abandoned,2022-08-17 14:41:46
evt_00019989,usr_0000354,acc_000232,dietary_filter,,used,2023-04-16 10:19:05
evt_00018638,usr_0000330,acc_000217,recipe_browse,dinner,used,2023-09-16 10:45:11
evt_00046576,usr_0000854,acc_000540,dietary_filter,,used,2024-02-23 08:56:00
evt_00041168,usr_0000750,acc_000473,dietary_filter,,used,2023-11-07 06:20:54
evt_00127951,usr_0002330,acc_001442,recipe_browse,snack,used,2023-08-17 08:52:31
evt_00032557,usr_0000599,acc_000376,meal_plan_builder,dinner,used,2023-05-24 10:58:31
evt_00021123,usr_0000379,acc_000245,meal_plan_builder,lunch,abandoned,2024-02-07 16:43:27
evt_00125976,usr_0002297,acc_001422,dietary_filter,,used,2024-01-03 17:48:54
evt_00095002,usr_0001709,acc_001055,recipe_browse,lunch,used,2023-09-17 11:37:33
evt_00156742,usr_0002847,acc_001763,recipe_import,,blocked,2024-02-21 10:35:46
evt_00054096,usr_0000998,acc_000623,recipe_browse,dessert,used,2024-04-02 06:02:26
evt_00116287,usr_0002115,acc_001307,meal_plan_builder,dinner,used,2023-09-15 10:50:13
evt_00079383,usr_0001421,acc_000884,meal_plan_builder,dessert,used,2024-05-15 12:56:07
evt_00031839,usr_0000591,acc_000370,meal_plan_builder,snack,used,2024-03-23 12:18:29
evt_00055547,usr_0001022,acc_000640,recipe_browse,snack,used,2023-03-26 10:42:35
evt_00065341,usr_0001182,acc_000736,recipe_browse,breakfast,used,2024-03-21 20:22:38
evt_00029783,usr_0000554,acc_000347,recipe_import,,used,2023-05-22 17:35:22
evt_00096067,usr_0001727,acc_001070,grocery_sync,,used,2024-05-03 15:31:55
evt_00112002,usr_0002032,acc_001257,grocery_sync,,used,2023-12-24 20:44:16
evt_00091704,usr_0001650,acc_001023,meal_plan_builder,dessert,used,2023-07-30 07:20:52
evt_00046502,usr_0000854,acc_000540,nutritional_info,,used,2023-12-14 15:58:24
evt_00078711,usr_0001409,acc_000876,meal_swap,lunch,abandoned,2024-04-25 08:01:33
evt_00136014,usr_0002490,acc_001537,meal_plan_builder,dinner,used,2023-11-04 17:01:13
evt_00067723,usr_0001228,acc_000765,meal_plan_builder,lunch,used,2023-09-08 21:35:00
evt_00104718,usr_0001896,acc_001169,recipe_browse,dessert,used,2023-01-27 06:54:12
evt_00121061,usr_0002192,acc_001361,recipe_browse,dinner,used,2023-07-31 22:32:04
evt_00094286,usr_0001689,acc_001046,recipe_browse,dessert,abandoned,2024-05-19 22:52:17
evt_00081758,usr_0001464,acc_000911,dietary_filter,,used,2024-05-02 08:37:17
evt_00110503,usr_0002009,acc_001243,meal_plan_builder,lunch,used,2024-01-22 14:55:12
evt_00091846,usr_0001651,acc_001024,recipe_browse,breakfast,used,2024-04-12 07:21:01
evt_00146012,usr_0002658,acc_001647,collection_create,,used,2023-01-25 19:41:16
evt_00007244,usr_0000134,acc_000086,meal_plan_builder,dinner,used,2024-05-21 09:18:16
evt_00102932,usr_0001858,acc_001150,nutritional_info,,abandoned,2024-04-22 21:05:31
evt_00004069,usr_0000075,acc_000049,dietary_filter,,used,2024-02-20 09:05:13
evt_00051909,usr_0000965,acc_000602,meal_swap,snack,used,2023-09-28 06:35:14
evt_00029947,usr_0000555,acc_000348,grocery_sync,,blocked,2023-06-19 20:49:17
evt_00111023,usr_0002020,acc_001249,recipe_browse,lunch,used,2024-04-19 09:12:08
evt_00145393,usr_0002637,acc_001639,meal_swap,lunch,used,2023-12-09 10:12:17
evt_00139998,usr_0002556,acc_001583,collection_create,,used,2024-05-12 06:06:14
evt_00147705,usr_0002683,acc_001663,meal_plan_builder,dinner,used,2024-05-04 08:38:07
evt_00014200,usr_0000258,acc_000173,meal_plan_builder,lunch,used,2022-12-21 18:59:43
evt_00123810,usr_0002249,acc_001394,recipe_browse,breakfast,used,2023-03-05 08:08:51
evt_00084730,usr_0001518,acc_000943,recipe_browse,dessert,used,2024-02-07 11:25:18
evt_00102965,usr_0001859,acc_001151,dietary_filter,,used,2024-01-24 18:38:22
evt_00135547,usr_0002477,acc_001531,recipe_import,,used,2023-07-04 11:29:36
evt_00131616,usr_0002401,acc_001487,nutritional_info,,used,2024-03-28 14:33:05
evt_00160258,usr_0002907,acc_001799,dietary_filter,,used,2024-04-13 15:35:02
evt_00092794,usr_0001665,acc_001032,meal_swap,dinner,used,2022-12-30 08:57:38
evt_00016472,usr_0000298,acc_000198,grocery_sync,,used,2024-02-11 14:02:04
evt_00077179,usr_0001388,acc_000863,recipe_browse,breakfast,used,2024-03-09 17:51:14
evt_00043333,usr_0000797,acc_000504,dietary_filter,,used,2023-03-25 15:33:54
evt_00120732,usr_0002183,acc_001357,dietary_filter,,used,2023-12-23 22:19:31
evt_00096992,usr_0001754,acc_001085,meal_plan_builder,dinner,used,2024-03-06 13:19:54
evt_00107728,usr_0001944,acc_001204,nutritional_info,,used,2024-04-01 16:52:10
evt_00087945,usr_0001580,acc_000978,meal_plan_builder,breakfast,used,2024-04-27 07:30:38
evt_00028413,usr_0000525,acc_000334,recipe_browse,breakfast,used,2024-04-14 20:31:10
evt_00050136,usr_0000935,acc_000584,dietary_filter,,abandoned,2023-07-08 12:38:23
evt_00110543,usr_0002009,acc_001243,meal_plan_builder,lunch,used,2024-01-03 12:33:31
evt_00106507,usr_0001921,acc_001187,meal_plan_builder,dinner,used,2024-04-24 08:24:13
evt_00040327,usr_0000733,acc_000463,meal_swap,dinner,used,2023-10-07 20:05:53
evt_00144125,usr_0002621,acc_001629,collection_create,,used,2024-05-22 06:15:19
evt_00129857,usr_0002369,acc_001466,recipe_browse,dessert,abandoned,2023-03-15 15:40:32
evt_00020992,usr_0000377,acc_000244,dietary_filter,,used,2023-07-17 11:17:58
evt_00118104,usr_0002145,acc_001328,recipe_browse,breakfast,abandoned,2023-09-29 12:48:32
evt_00121656,usr_0002205,acc_001367,recipe_browse,dinner,used,2024-01-16 11:33:07
evt_00111584,usr_0002027,acc_001254,recipe_browse,breakfast,used,2023-09-21 16:08:20
evt_00014733,usr_0000269,acc_000179,meal_swap,snack,used,2024-05-04 11:33:25
evt_00072190,usr_0001295,acc_000810,grocery_sync,,used,2023-10-31 14:43:53
evt_00124811,usr_0002271,acc_001406,collection_create,,used,2024-01-21 08:46:11
evt_00128727,usr_0002344,acc_001450,nutritional_info,,used,2024-05-22 20:58:36
evt_00053136,usr_0000984,acc_000614,nutritional_info,,used,2024-05-27 16:25:02
evt_00032115,usr_0000593,acc_000371,nutritional_info,,used,2024-03-14 06:10:35
evt_00022344,usr_0000405,acc_000262,recipe_browse,breakfast,used,2024-05-05 07:07:44
evt_00045930,usr_0000842,acc_000532,nutritional_info,,used,2023-07-09 08:05:44
evt_00147877,usr_0002686,acc_001665,meal_swap,snack,used,2024-05-01 17:32:38
evt_00074743,usr_0001340,acc_000834,meal_plan_builder,lunch,used,2024-04-12 08:37:53
evt_00124052,usr_0002254,acc_001396,recipe_browse,breakfast,used,2023-05-25 21:32:33
evt_00118275,usr_0002152,acc_001333,collection_create,,abandoned,2024-05-24 11:45:29
evt_00006048,usr_0000115,acc_000075,meal_plan_builder,snack,used,2024-02-10 07:18:30
evt_00022022,usr_0000398,acc_000257,collection_create,,abandoned,2024-01-28 07:02:17
evt_00136912,usr_0002505,acc_001548,recipe_browse,dinner,used,2023-12-23 19:23:02
evt_00073177,usr_0001317,acc_000821,nutritional_info,,used,2023-12-05 14:55:27
evt_00002983,usr_0000057,acc_000035,meal_plan_builder,lunch,abandoned,2023-06-21 22:57:52
evt_00093085,usr_0001670,acc_001035,meal_swap,snack,abandoned,2023-11-22 15:34:42
evt_00075776,usr_0001358,acc_000843,dietary_filter,,used,2024-03-26 17:59:32
evt_00133017,usr_0002432,acc_001504,meal_plan_builder,dinner,used,2023-07-19 16:50:09
evt_00066438,usr_0001212,acc_000753,meal_plan_builder,dinner,used,2024-02-26 11:49:38
evt_00004700,usr_0000086,acc_000057,meal_plan_builder,lunch,used,2024-01-26 10:09:13
evt_00068603,usr_0001245,acc_000776,recipe_browse,dinner,used,2023-10-07 07:16:30
evt_00100718,usr_0001813,acc_001123,meal_plan_builder,lunch,used,2023-12-11 16:10:05
evt_00073148,usr_0001316,acc_000820,grocery_sync,,used,2023-04-05 10:18:43
evt_00143564,usr_0002611,acc_001624,meal_plan_builder,lunch,used,2024-03-06 12:25:49
evt_00159125,usr_0002892,acc_001790,recipe_browse,snack,used,2024-03-09 06:51:41
evt_00150042,usr_0002719,acc_001691,nutritional_info,,used,2023-11-20 20:24:25
evt_00050181,usr_0000936,acc_000585,grocery_sync,,blocked,2024-01-30 19:08:43
evt_00147765,usr_0002685,acc_001664,dietary_filter,,used,2024-05-19 22:10:27
evt_00033739,usr_0000619,acc_000389,recipe_import,,blocked,2023-04-03 22:40:46
evt_00002104,usr_0000044,acc_000025,recipe_browse,snack,used,2023-12-01 15:00:02
evt_00053636,usr_0000993,acc_000620,meal_plan_builder,lunch,used,2023-03-30 06:25:34
evt_00122498,usr_0002225,acc_001377,dietary_filter,,used,2023-10-03 14:01:52
evt_00149798,usr_0002716,acc_001689,meal_swap,breakfast,used,2024-05-02 17:45:16
evt_00047307,usr_0000863,acc_000548,recipe_import,,abandoned,2023-12-26 13:29:40
evt_00149463,usr_0002710,acc_001684,meal_plan_builder,breakfast,used,2023-09-08 14:52:39
evt_00097543,usr_0001766,acc_001092,collection_create,,used,2023-10-24 20:56:05
evt_00110962,usr_0002018,acc_001248,nutritional_info,,used,2024-04-21 16:55:32
evt_00032054,usr_0000592,acc_000371,recipe_browse,breakfast,used,2023-05-25 10:36:03
evt_00008298,usr_0000145,acc_000096,dietary_filter,,used,2024-02-24 13:03:44
evt_00091753,usr_0001649,acc_001023,recipe_import,,used,2024-03-28 22:45:41
evt_00108161,usr_0001953,acc_001210,meal_plan_builder,breakfast,used,2023-09-08 16:31:33
evt_00143545,usr_0002611,acc_001624,collection_create,,blocked,2022-09-29 08:04:49
evt_00104159,usr_0001887,acc_001164,dietary_filter,,used,2023-12-15 06:34:52
evt_00063903,usr_0001153,acc_000719,dietary_filter,,used,2022-10-14 09:55:54
evt_00034131,usr_0000623,acc_000392,meal_plan_builder,lunch,used,2024-01-22 17:02:59
evt_00063305,usr_0001144,acc_000713,grocery_sync,,used,2023-08-10 15:03:31
evt_00113809,usr_0002062,acc_001276,grocery_sync,,used,2023-04-29 11:39:02
evt_00090974,usr_0001632,acc_001010,recipe_browse,lunch,abandoned,2023-09-08 17:17:49
evt_00157270,usr_0002856,acc_001769,dietary_filter,,used,2023-05-27 21:48:53
evt_00107821,usr_0001945,acc_001205,dietary_filter,,used,2022-10-13 09:25:46
evt_00034173,usr_0000624,acc_000393,dietary_filter,,used,2024-04-02 18:28:57
evt_00007906,usr_0000140,acc_000092,meal_plan_builder,snack,used,2024-05-15 07:23:51
evt_00051122,usr_0000957,acc_000596,collection_create,,blocked,2023-02-23 07:26:39
evt_00004256,usr_0000080,acc_000053,meal_plan_builder,lunch,used,2024-04-03 10:08:23
evt_00136556,usr_0002499,acc_001543,meal_swap,dinner,abandoned,2024-05-29 12:59:18
evt_00113380,usr_0002053,acc_001271,dietary_filter,,used,2024-05-18 08:22:57
evt_00059558,usr_0001085,acc_000680,meal_plan_builder,dinner,used,2023-07-30 13:39:23
evt_00063870,usr_0001154,acc_000719,dietary_filter,,used,2023-02-18 14:09:42
evt_00159032,usr_0002891,acc_001789,dietary_filter,,abandoned,2024-04-24 20:10:49
evt_00053496,usr_0000986,acc_000616,recipe_browse,lunch,abandoned,2023-09-08 12:35:10
evt_00026914,usr_0000490,acc_000313,grocery_sync,,used,2024-02-16 15:35:07
evt_00112489,usr_0002044,acc_001263,recipe_browse,dessert,used,2024-02-15 07:10:26
evt_00081564,usr_0001460,acc_000908,meal_swap,dinner,used,2024-05-27 15:07:26
evt_00039644,usr_0000719,acc_000453,dietary_filter,,used,2023-08-27 12:11:13
evt_00143482,usr_0002609,acc_001623,meal_plan_builder,dinner,abandoned,2023-01-14 18:38:19
evt_00109903,usr_0001989,acc_001234,meal_swap,dinner,abandoned,2023-12-10 07:33:47
evt_00156664,usr_0002845,acc_001762,recipe_browse,dessert,used,2023-09-21 07:29:39
evt_00039875,usr_0000722,acc_000456,recipe_browse,dinner,used,2023-02-07 07:59:48
evt_00136263,usr_0002494,acc_001540,grocery_sync,,blocked,2022-12-09 13:54:39
evt_00030242,usr_0000559,acc_000352,recipe_browse,snack,used,2023-07-07 12:41:24
evt_00138032,usr_0002517,acc_001559,collection_create,,used,2024-04-01 08:43:19
evt_00054694,usr_0001008,acc_000629,recipe_browse,breakfast,used,2024-02-08 12:38:45
evt_00047507,usr_0000870,acc_000554,recipe_browse,dinner,used,2024-05-11 08:58:19
evt_00079057,usr_0001416,acc_000881,dietary_filter,,used,2023-12-16 19:03:48
evt_00037611,usr_0000681,acc_000430,meal_plan_builder,breakfast,used,2024-02-27 13:07:00
evt_00031141,usr_0000581,acc_000363,recipe_browse,dinner,used,2023-12-19 18:50:26
evt_00023436,usr_0000433,acc_000280,recipe_import,,abandoned,2023-03-20 17:55:19
evt_00006088,usr_0000115,acc_000075,dietary_filter,,used,2024-03-27 10:24:01
evt_00018766,usr_0000332,acc_000219,recipe_browse,dinner,used,2022-12-09 18:30:26
evt_00105556,usr_0001909,acc_001176,meal_swap,snack,used,2024-05-30 07:34:23
evt_00014962,usr_0000277,acc_000183,recipe_browse,dinner,used,2024-04-19 08:11:39
evt_00034590,usr_0000628,acc_000396,dietary_filter,,used,2023-01-05 19:09:26
evt_00045085,usr_0000820,acc_000518,recipe_browse,dinner,used,2024-04-06 07:50:03
evt_00018807,usr_0000333,acc_000220,recipe_browse,dessert,used,2023-01-26 12:26:01
evt_00031461,usr_0000587,acc_000367,meal_swap,dinner,used,2024-03-10 19:44:21
evt_00059910,usr_0001090,acc_000683,nutritional_info,,abandoned,2023-04-04 18:38:35
evt_00147793,usr_0002687,acc_001665,meal_plan_builder,dinner,used,2024-05-08 11:35:07
evt_00142674,usr_0002594,acc_001613,grocery_sync,,abandoned,2023-04-01 22:59:55
evt_00000460,usr_0000015,acc_000008,recipe_browse,breakfast,used,2023-07-12 18:14:23
evt_00073869,usr_0001324,acc_000826,recipe_browse,snack,used,2023-07-25 11:43:42
evt_00140779,usr_0002567,acc_001593,nutritional_info,,used,2024-05-14 15:53:56
evt_00131462,usr_0002397,acc_001484,meal_swap,breakfast,abandoned,2023-10-20 15:36:41
evt_00032970,usr_0000607,acc_000382,nutritional_info,,used,2023-05-17 19:56:03
evt_00091992,usr_0001653,acc_001025,collection_create,,used,2024-05-04 18:40:01
evt_00110939,usr_0002019,acc_001248,recipe_browse,lunch,abandoned,2023-03-13 12:53:49
evt_00150016,usr_0002719,acc_001691,meal_plan_builder,dinner,used,2023-09-15 17:21:50
evt_00099932,usr_0001800,acc_001116,recipe_browse,dessert,used,2023-12-09 21:27:36
evt_00017349,usr_0000313,acc_000204,recipe_browse,dessert,used,2023-06-04 09:01:20
evt_00157578,usr_0002860,acc_001771,recipe_browse,dinner,used,2023-03-03 18:56:53
evt_00057477,usr_0001053,acc_000661,dietary_filter,,used,2023-06-28 09:34:29
evt_00151033,usr_0002735,acc_001701,recipe_import,,used,2022-09-11 08:15:24
evt_00051379,usr_0000959,acc_000598,nutritional_info,,used,2023-12-18 06:30:58
evt_00145285,usr_0002635,acc_001638,collection_create,,blocked,2024-04-03 07:29:07
evt_00087802,usr_0001576,acc_000975,collection_create,,used,2024-05-23 16:19:04
evt_00051445,usr_0000959,acc_000598,grocery_sync,,abandoned,2024-05-03 16:23:54
evt_00087048,usr_0001560,acc_000967,dietary_filter,,used,2023-10-21 19:05:23
evt_00050763,usr_0000955,acc_000594,dietary_filter,,used,2024-03-28 16:36:33
evt_00033571,usr_0000618,acc_000388,dietary_filter,,used,2023-10-25 15:45:58
evt_00104455,usr_0001893,acc_001167,grocery_sync,,used,2023-11-10 09:32:04
evt_00051247,usr_0000958,acc_000597,recipe_browse,breakfast,used,2024-04-21 15:44:28
evt_00130108,usr_0002372,acc_001468,recipe_browse,breakfast,used,2023-01-08 20:46:42
evt_00003165,usr_0000060,acc_000037,recipe_browse,dessert,used,2024-05-07 15:24:20
evt_00045622,usr_0000833,acc_000526,recipe_browse,snack,used,2023-10-28 18:56:20
evt_00017708,usr_0000316,acc_000207,dietary_filter,,used,2023-09-28 08:50:35
evt_00126522,usr_0002302,acc_001426,recipe_browse,dinner,used,2024-02-18 09:15:43
evt_00136587,usr_0002499,acc_001543,recipe_browse,dinner,abandoned,2024-04-29 21:45:09
evt_00045290,usr_0000827,acc_000522,dietary_filter,,used,2023-04-21 20:42:34
evt_00009411,usr_0000167,acc_000111,meal_swap,dinner,abandoned,2023-11-04 19:02:40
evt_00090491,usr_0001626,acc_001005,grocery_sync,,used,2022-11-18 14:28:09
evt_00120254,usr_0002176,acc_001353,recipe_browse,dinner,used,2023-08-08 19:42:47
evt_00117351,usr_0002135,acc_001321,recipe_browse,dinner,abandoned,2024-05-27 07:13:22
evt_00030493,usr_0000561,acc_000354,dietary_filter,,used,2024-05-08 18:40:04
evt_00008617,usr_0000153,acc_000102,grocery_sync,,used,2024-02-20 20:24:15
evt_00106458,usr_0001921,acc_001187,grocery_sync,,blocked,2024-03-05 06:58:15
evt_00005918,usr_0000113,acc_000073,collection_create,,used,2024-05-13 12:14:11
evt_00050125,usr_0000935,acc_000584,dietary_filter,,abandoned,2023-07-17 22:04:33
evt_00079829,usr_0001428,acc_000887,meal_swap,breakfast,used,2024-03-21 13:48:05
evt_00079817,usr_0001429,acc_000887,meal_plan_builder,lunch,used,2024-01-29 22:09:26
evt_00062349,usr_0001129,acc_000707,meal_swap,dinner,used,2023-09-06 15:51:10
evt_00113223,usr_0002051,acc_001269,recipe_browse,dinner,used,2023-08-24 15:01:19
evt_00000446,usr_0000014,acc_000008,dietary_filter,,used,2023-02-20 07:45:40
evt_00121256,usr_0002200,acc_001364,dietary_filter,,used,2022-12-13 07:35:33
evt_00106156,usr_0001918,acc_001184,recipe_browse,dinner,used,2023-06-22 20:49:58
evt_00046534,usr_0000853,acc_000540,recipe_browse,breakfast,used,2024-01-11 22:50:36
evt_00112243,usr_0002038,acc_001260,grocery_sync,,blocked,2024-03-19 22:07:54
evt_00004562,usr_0000085,acc_000056,dietary_filter,,used,2023-07-11 14:57:45
evt_00093795,usr_0001682,acc_001043,meal_plan_builder,breakfast,used,2023-11-15 17:45:08
evt_00056108,usr_0001029,acc_000645,recipe_browse,lunch,used,2024-05-25 16:35:35
evt_00134811,usr_0002464,acc_001523,recipe_browse,breakfast,abandoned,2023-08-09 15:35:13
evt_00040877,usr_0000744,acc_000469,collection_create,,blocked,2024-02-07 14:03:42
evt_00146708,usr_0002669,acc_001654,recipe_browse,lunch,used,2024-04-08 16:30:29
evt_00007342,usr_0000137,acc_000089,meal_plan_builder,snack,used,2024-03-24 20:14:27
evt_00074027,usr_0001326,acc_000827,meal_plan_builder,dinner,used,2024-01-26 17:33:59
evt_00084840,usr_0001522,acc_000945,collection_create,,used,2023-08-21 10:14:28
evt_00005429,usr_0000107,acc_000069,collection_create,,used,2024-05-24 19:49:08
evt_00051537,usr_0000963,acc_000600,meal_plan_builder,lunch,used,2024-05-31 21:12:42
evt_00137339,usr_0002510,acc_001552,meal_plan_builder,dinner,used,2023-02-08 08:19:26
evt_00033661,usr_0000616,acc_000388,collection_create,,abandoned,2023-05-14 13:09:41
evt_00055448,usr_0001019,acc_000638,meal_plan_builder,lunch,used,2024-04-02 08:32:27
evt_00087567,usr_0001574,acc_000973,nutritional_info,,used,2023-11-19 18:54:14
evt_00046027,usr_0000844,acc_000533,recipe_browse,dessert,used,2024-05-29 22:55:11
evt_00080397,usr_0001437,acc_000894,recipe_browse,breakfast,used,2023-06-09 11:24:19
evt_00119752,usr_0002167,acc_001346,dietary_filter,,used,2024-04-24 11:06:57
evt_00109111,usr_0001973,acc_001223,recipe_import,,blocked,2024-05-06 12:13:56
evt_00155430,usr_0002822,acc_001750,meal_plan_builder,lunch,used,2024-01-07 10:57:24
evt_00080697,usr_0001443,acc_000898,meal_plan_builder,dinner,used,2023-06-08 17:47:35
evt_00154669,usr_0002809,acc_001742,recipe_browse,dinner,used,2023-05-07 14:13:14
evt_00000330,usr_0000008,acc_000004,dietary_filter,,abandoned,2024-02-19 06:22:37
evt_00000288,usr_0000006,acc_000003,dietary_filter,,abandoned,2023-06-09 21:37:09
evt_00119983,usr_0002172,acc_001350,recipe_import,,blocked,2023-10-16 10:30:40
evt_00135573,usr_0002478,acc_001532,recipe_browse,snack,used,2024-05-24 10:28:04
evt_00013170,usr_0000244,acc_000161,nutritional_info,,used,2024-05-30 19:45:46
evt_00012730,usr_0000239,acc_000156,recipe_import,,blocked,2024-05-27 21:34:31
evt_00036705,usr_0000664,acc_000417,recipe_import,,used,2024-05-08 16:15:05
evt_00069460,usr_0001257,acc_000784,meal_plan_builder,dinner,used,2023-12-25 17:28:06
evt_00066485,usr_0001212,acc_000753,meal_plan_builder,dinner,used,2023-12-22 15:19:46
evt_00094265,usr_0001686,acc_001046,meal_plan_builder,breakfast,used,2024-04-07 11:56:48
evt_00156018,usr_0002838,acc_001758,recipe_browse,lunch,used,2024-05-06 12:25:42
evt_00079289,usr_0001419,acc_000883,nutritional_info,,used,2022-10-31 07:46:00
evt_00102833,usr_0001856,acc_001149,meal_swap,snack,abandoned,2023-07-11 16:58:44
evt_00087524,usr_0001570,acc_000972,dietary_filter,,used,2024-01-14 16:32:50
evt_00067119,usr_0001221,acc_000760,meal_plan_builder,dessert,abandoned,2023-12-27 21:49:09
evt_00087510,usr_0001568,acc_000972,meal_plan_builder,snack,used,2024-02-05 16:03:26
evt_00090846,usr_0001631,acc_001009,grocery_sync,,used,2024-05-02 08:53:32
evt_00133735,usr_0002442,acc_001511,collection_create,,used,2022-12-16 06:22:15
evt_00052046,usr_0000969,acc_000604,meal_plan_builder,breakfast,used,2024-02-11 16:16:49
evt_00124854,usr_0002271,acc_001406,dietary_filter,,abandoned,2024-02-26 06:29:20
evt_00046700,usr_0000857,acc_000543,recipe_browse,dessert,abandoned,2024-01-22 08:32:29
evt_00080336,usr_0001437,acc_000894,meal_plan_builder,lunch,used,2022-10-22 18:17:57
evt_00094493,usr_0001691,acc_001048,dietary_filter,,used,2023-11-16 15:23:58
evt_00155625,usr_0002830,acc_001754,meal_swap,dinner,abandoned,2024-04-22 20:42:23
evt_00119835,usr_0002170,acc_001348,nutritional_info,,used,2023-12-17 15:22:54
evt_00082103,usr_0001478,acc_000915,dietary_filter,,used,2024-05-20 20:52:53
evt_00134549,usr_0002462,acc_001521,meal_plan_builder,snack,used,2024-03-18 10:24:48
evt_00051339,usr_0000958,acc_000597,recipe_browse,dessert,used,2024-04-27 14:36:16
evt_00096350,usr_0001736,acc_001077,grocery_sync,,abandoned,2024-03-07 16:41:37
evt_00154035,usr_0002795,acc_001736,nutritional_info,,used,2024-02-25 16:55:21
evt_00138804,usr_0002532,acc_001568,dietary_filter,,used,2023-09-05 11:13:06
evt_00154507,usr_0002804,acc_001741,meal_plan_builder,dinner,used,2023-05-02 22:20:08
evt_00053530,usr_0000989,acc_000618,recipe_browse,lunch,used,2024-03-18 07:06:18
evt_00085646,usr_0001538,acc_000954,recipe_browse,dinner,used,2024-05-14 07:30:04
evt_00056185,usr_0001031,acc_000646,nutritional_info,,used,2023-03-15 22:00:01
evt_00035159,usr_0000639,acc_000401,nutritional_info,,used,2024-01-10 13:21:40
evt_00091336,usr_0001642,acc_001017,grocery_sync,,used,2024-05-07 11:33:40
evt_00066988,usr_0001216,acc_000757,recipe_browse,dinner,used,2024-05-14 07:16:36
evt_00007554,usr_0000138,acc_000090,dietary_filter,,used,2023-08-21 20:44:09
evt_00008584,usr_0000155,acc_000102,collection_create,,used,2023-10-02 21:46:32
evt_00126435,usr_0002301,acc_001425,meal_plan_builder,breakfast,used,2024-04-22 09:04:09
evt_00126230,usr_0002300,acc_001424,recipe_browse,lunch,used,2024-05-01 20:22:02
evt_00081848,usr_0001468,acc_000912,meal_plan_builder,dinner,used,2023-10-11 11:26:54
evt_00101044,usr_0001819,acc_001128,grocery_sync,,used,2024-05-09 11:07:13
evt_00097991,usr_0001777,acc_001099,grocery_sync,,abandoned,2023-11-16 08:23:02
evt_00020699,usr_0000369,acc_000240,meal_plan_builder,dinner,used,2024-05-11 15:59:21
evt_00063083,usr_0001142,acc_000712,collection_create,,abandoned,2023-07-08 15:50:12
evt_00142004,usr_0002586,acc_001607,grocery_sync,,abandoned,2023-10-27 22:03:41
evt_00101548,usr_0001830,acc_001134,recipe_browse,dinner,used,2024-04-15 13:13:31
evt_00072125,usr_0001295,acc_000810,meal_plan_builder,lunch,used,2024-02-06 08:00:15
