account_id,month,active_days,recipes_cooked,recipes_saved,missed_meal_plans,seats_used,support_tickets,support_ticket_category
acc_000389,2023-02-01,22,26,6,1,1,0,none
acc_000389,2023-03-01,24,25,8,0,1,0,none
acc_000389,2023-04-01,8,10,12,2,1,0,none
acc_000389,2023-05-01,23,15,6,1,1,0,none
acc_000389,2023-06-01,18,15,12,1,1,0,none
acc_000389,2023-07-01,21,12,6,0,1,0,none
acc_000389,2023-08-01,20,18,27,1,1,0,none
acc_000389,2023-09-01,17,28,8,0,1,0,none
acc_000389,2023-10-01,18,21,14,3,1,0,none
acc_000389,2023-11-01,19,1,15,1,1,0,none
acc_000389,2023-12-01,25,17,12,1,1,0,none
acc_000389,2024-01-01,21,5,15,0,1,0,none
acc_000389,2024-02-01,26,14,6,1,1,0,none
acc_000389,2024-03-01,12,16,23,1,1,0,none
acc_000389,2024-04-01,19,25,13,0,1,0,none
acc_000389,2024-05-01,19,15,14,2,1,0,none
acc_000390,2024-03-01,26,24,13,0,1,0,none
acc_000390,2024-04-01,11,41,24,0,1,0,none
acc_000390,2024-05-01,24,37,17,0,1,0,none
acc_000391,2022-12-01,17,27,15,0,1,0,none
acc_000391,2023-01-01,22,33,15,1,1,0,none
acc_000391,2023-02-01,19,26,9,0,1,0,none
acc_000391,2023-03-01,15,33,20,2,1,2,account
acc_000391,2023-04-01,21,23,0,0,1,0,none
acc_000391,2023-05-01,11,34,13,1,1,0,none
acc_000391,2023-06-01,20,23,19,2,1,0,none
acc_000391,2023-07-01,17,14,12,2,1,0,none
acc_000391,2023-08-01,29,27,13,0,1,0,none
acc_000391,2023-09-01,23,22,11,1,1,0,none
acc_000391,2023-10-01,12,30,22,2,1,0,none
acc_000391,2023-11-01,22,38,7,1,1,0,none
acc_000391,2023-12-01,13,28,7,2,1,0,none
acc_000391,2024-01-01,24,19,15,1,1,0,none
acc_000391,2024-02-01,11,28,5,1,1,0,none
acc_000391,2024-03-01,20,31,11,0,1,0,none
acc_000391,2024-04-01,1,3,4,0,1,0,none
acc_000391,2024-05-01,5,6,5,0,1,0,none
acc_000392,2023-11-01,20,19,17,0,1,1,billing
acc_000392,2023-12-01,9,26,1,0,1,0,none
acc_000392,2024-01-01,23,33,9,0,1,0,none
acc_000392,2024-02-01,24,8,12,0,1,0,none
acc_000392,2024-03-01,23,40,18,2,1,0,none
acc_000392,2024-04-01,29,36,18,0,1,2,none
acc_000392,2024-05-01,13,23,10,0,1,0,none
acc_000393,2022-12-01,5,3,6,1,1,0,none
acc_000393,2023-01-01,10,0,5,0,1,0,none
acc_000393,2023-02-01,6,2,12,0,1,0,none
acc_000393,2023-03-01,7,1,5,1,1,0,none
acc_000393,2023-04-01,5,0,11,0,1,0,none
acc_000393,2023-05-01,5,0,13,0,1,0,none
acc_000393,2023-06-01,4,0,8,0,1,0,none
acc_000393,2023-07-01,16,1,7,0,1,0,none
acc_000393,2023-08-01,14,1,4,0,1,0,none
acc_000393,2023-09-01,8,0,3,0,1,0,none
acc_000393,2023-10-01,6,1,20,1,1,3,billing
acc_000393,2023-11-01,14,0,15,0,1,0,none
acc_000393,2023-12-01,3,0,13,0,1,3,account
acc_000393,2024-01-01,3,0,1,0,1,0,none
acc_000393,2024-02-01,9,0,11,0,1,0,none
acc_000393,2024-03-01,5,1,1,1,1,0,none
acc_000393,2024-04-01,1,2,0,0,1,0,none
acc_000393,2024-05-01,4,5,4,1,1,0,none
acc_000394,2022-12-01,12,14,14,0,1,0,none
acc_000394,2023-01-01,14,41,14,0,1,0,none
acc_000394,2023-02-01,16,26,15,1,1,0,none
acc_000394,2023-03-01,19,19,7,0,1,0,none
acc_000394,2023-04-01,10,25,0,1,1,0,none
acc_000394,2023-05-01,20,18,17,2,1,0,none
acc_000394,2023-06-01,20,32,17,1,1,0,none
acc_000394,2023-07-01,17,31,11,0,1,0,none
acc_000394,2023-08-01,24,26,6,0,1,0,none
acc_000394,2023-09-01,4,30,19,0,1,0,none
acc_000394,2023-10-01,18,15,14,0,1,0,none
acc_000394,2023-11-01,22,22,10,0,1,0,none
acc_000394,2023-12-01,17,17,16,0,1,0,none
acc_000394,2024-01-01,16,24,18,1,1,0,none
acc_000394,2024-02-01,10,34,2,0,1,2,product
acc_000394,2024-03-01,11,26,17,0,1,0,none
acc_000394,2024-04-01,16,20,19,0,1,0,none
acc_000394,2024-05-01,23,24,15,0,1,0,none
acc_000395,2023-12-01,13,25,10,0,1,0,none
acc_000395,2024-01-01,24,27,16,0,1,0,none
acc_000395,2024-02-01,23,33,24,0,1,0,none
acc_000395,2024-03-01,20,22,8,1,1,0,none
acc_000395,2024-04-01,5,36,12,0,1,0,none
acc_000395,2024-05-01,17,12,17,1,1,0,none
acc_000396,2023-01-01,27,38,10,1,1,1,billing
acc_000396,2023-02-01,18,36,0,0,1,0,none
acc_000396,2023-03-01,14,32,21,1,1,0,none
acc_000396,2023-04-01,25,30,7,2,1,0,none
acc_000396,2023-05-01,20,38,12,0,1,0,none
acc_000396,2023-06-01,28,19,17,1,1,1,product
acc_000396,2023-07-01,19,25,12,0,1,0,none
acc_000396,2023-08-01,16,27,7,0,1,0,none
acc_000396,2023-09-01,17,33,11,0,1,0,none
acc_000396,2023-10-01,25,22,12,2,1,3,product
acc_000396,2023-11-01,17,17,14,1,1,0,none
acc_000396,2023-12-01,16,16,9,1,1,0,none
acc_000396,2024-01-01,22,14,14,1,1,0,none
acc_000396,2024-02-01,20,42,12,0,1,0,none
acc_000396,2024-03-01,25,20,13,0,1,0,none
acc_000396,2024-04-01,5,3,0,2,1,0,none
acc_000396,2024-05-01,8,2,0,1,1,3,product
acc_000397,2024-04-01,21,25,13,2,1,0,none
acc_000397,2024-05-01,16,14,12,2,1,3,none
acc_000398,2022-12-01,22,14,23,2,1,1,account
acc_000398,2023-01-01,31,28,11,1,1,0,none
acc_000398,2023-02-01,16,24,13,0,1,0,none
acc_000398,2023-03-01,22,17,14,1,1,0,none
acc_000398,2023-04-01,15,28,16,1,1,0,none
acc_000398,2023-05-01,18,26,19,0,1,0,none
acc_000398,2023-06-01,13,18,12,0,1,0,none
acc_000398,2023-07-01,23,38,12,2,1,3,product
acc_000398,2023-08-01,28,16,16,0,1,0,none
acc_000398,2023-09-01,20,25,5,0,1,0,none
acc_000398,2023-10-01,17,33,15,1,1,0,none
acc_000398,2023-11-01,23,36,9,2,1,0,none
acc_000398,2023-12-01,19,26,17,1,1,0,none
acc_000398,2024-01-01,17,25,9,1,1,3,billing
acc_000398,2024-02-01,11,31,7,1,1,0,none
acc_000398,2024-03-01,21,21,13,2,1,0,none
acc_000398,2024-04-01,20,20,11,3,1,0,none
acc_000398,2024-05-01,17,16,16,1,1,0,none
acc_000399,2022-12-01,9,0,9,0,2,1,billing
acc_000399,2023-01-01,10,0,6,0,1,0,none
acc_000399,2023-02-01,7,0,9,0,1,0,none
acc_000399,2023-03-01,9,0,19,0,2,0,none
acc_000399,2023-04-01,8,0,22,0,3,0,none
acc_000399,2023-05-01,10,1,15,1,1,0,none
acc_000399,2023-06-01,13,0,10,0,1,0,none
acc_000399,2023-07-01,7,0,11,0,1,0,none
acc_000399,2023-08-01,8,1,17,1,1,0,none
acc_000399,2023-09-01,9,1,4,0,2,2,none
acc_000399,2023-10-01,6,1,12,1,2,0,none
acc_000399,2023-11-01,9,2,10,1,1,0,none
acc_000399,2023-12-01,10,1,4,1,1,0,none
acc_000399,2024-01-01,10,0,12,0,2,0,none
acc_000399,2024-02-01,2,2,9,0,1,0,none
acc_000399,2024-03-01,4,0,11,0,2,0,none
acc_000399,2024-04-01,7,7,2,0,1,0,none
acc_000399,2024-05-01,7,0,1,0,1,0,none
acc_000400,2024-05-01,17,30,15,1,1,0,none
acc_000401,2024-01-01,16,19,6,0,1,0,none
acc_000401,2024-02-01,23,31,12,3,1,0,none
acc_000401,2024-03-01,20,29,16,2,1,0,none
acc_000401,2024-04-01,27,19,13,0,1,0,none
acc_000401,2024-05-01,24,36,0,2,1,0,none
acc_000402,2022-12-01,7,0,9,0,1,2,billing
acc_000402,2023-01-01,10,0,19,0,1,0,none
acc_000402,2023-02-01,4,0,16,0,1,0,none
acc_000402,2023-03-01,14,2,1,0,1,0,none
acc_000402,2023-04-01,17,0,7,0,1,0,none
acc_000402,2023-05-01,5,0,13,0,1,3,product
acc_000402,2023-06-01,12,1,3,1,1,0,none
acc_000402,2023-07-01,11,0,5,0,1,0,none
acc_000402,2023-08-01,8,4,2,1,1,0,none
acc_000402,2023-09-01,3,1,13,0,1,0,none
acc_000402,2023-10-01,5,2,4,1,1,0,none
acc_000402,2023-11-01,10,1,9,1,1,0,none
acc_000402,2023-12-01,7,0,7,0,1,0,none
acc_000402,2024-01-01,7,0,18,0,1,3,billing
acc_000402,2024-02-01,5,1,1,0,1,0,none
acc_000402,2024-03-01,10,1,9,1,1,0,none
acc_000402,2024-04-01,3,1,17,1,1,0,none
acc_000402,2024-05-01,11,0,6,0,1,0,none
acc_000403,2022-12-01,19,25,7,1,1,0,none
acc_000403,2023-01-01,24,27,20,1,1,0,none
acc_000403,2023-02-01,17,35,7,0,1,0,none
acc_000403,2023-03-01,27,24,16,2,1,0,none
acc_000403,2023-04-01,12,19,15,1,1,0,none
acc_000403,2023-05-01,21,25,17,0,1,0,none
acc_000403,2023-06-01,21,30,23,1,1,0,none
acc_000403,2023-07-01,13,24,8,4,1,0,none
acc_000403,2023-08-01,11,13,12,0,1,0,none
acc_000403,2023-09-01,24,16,17,0,1,0,none
acc_000403,2023-10-01,22,22,4,1,1,0,none
acc_000403,2023-11-01,16,37,4,0,1,0,none
acc_000403,2023-12-01,19,23,5,1,1,0,none
acc_000403,2024-01-01,17,13,12,0,1,0,none
acc_000403,2024-02-01,16,15,12,1,1,0,none
acc_000403,2024-03-01,29,27,13,0,1,0,none
acc_000403,2024-04-01,1,1,0,0,1,0,none
acc_000403,2024-05-01,1,3,2,0,1,0,none
acc_000404,2022-12-01,23,9,16,0,1,0,none
acc_000404,2023-01-01,13,21,13,0,1,0,none
acc_000404,2023-02-01,17,28,10,1,1,0,none
acc_000404,2023-03-01,11,38,10,0,1,0,none
acc_000404,2023-04-01,6,7,6,3,1,0,none
acc_000404,2023-05-01,21,37,17,2,1,0,none
acc_000404,2023-06-01,21,24,14,1,1,0,none
acc_000404,2023-07-01,13,11,8,1,1,0,none
acc_000404,2023-08-01,20,16,12,2,1,0,none
acc_000404,2023-09-01,10,25,18,1,1,0,none
acc_000404,2023-10-01,12,28,10,2,1,0,none
acc_000404,2023-11-01,27,13,13,2,1,0,none
acc_000404,2023-12-01,26,5,8,0,1,0,none
acc_000404,2024-01-01,17,23,13,0,1,0,none
acc_000404,2024-02-01,20,21,11,0,1,0,none
acc_000404,2024-03-01,21,17,6,0,1,0,none
acc_000404,2024-04-01,21,29,13,0,1,0,none
acc_000404,2024-05-01,13,16,16,0,1,0,none
acc_000405,2023-02-01,22,15,5,1,1,0,none
acc_000405,2023-03-01,15,20,17,1,1,0,none
acc_000405,2023-04-01,28,24,24,2,1,0,none
acc_000405,2023-05-01,21,33,17,1,1,0,none
acc_000405,2023-06-01,16,19,9,0,1,0,none
acc_000405,2023-07-01,9,33,9,1,1,0,none
acc_000405,2023-08-01,10,24,13,2,1,0,none
acc_000405,2023-09-01,22,11,13,1,1,0,none
acc_000405,2023-10-01,22,30,15,0,1,0,none
acc_000405,2023-11-01,21,26,13,0,1,0,none
acc_000405,2023-12-01,26,10,14,0,1,0,none
acc_000405,2024-01-01,20,19,15,0,1,0,none
acc_000405,2024-02-01,26,26,15,0,1,0,none
acc_000405,2024-03-01,17,31,10,2,1,0,none
acc_000405,2024-04-01,21,32,9,0,1,1,product
acc_000405,2024-05-01,13,17,10,1,1,2,account
acc_000406,2023-04-01,20,26,12,0,1,0,none
acc_000406,2023-05-01,24,17,16,0,1,0,none
acc_000406,2023-06-01,17,18,7,0,1,0,none
acc_000406,2023-07-01,23,15,10,0,1,0,none
acc_000406,2023-08-01,20,24,10,0,1,3,product
acc_000406,2023-09-01,20,24,14,0,1,0,none
acc_000406,2023-10-01,25,19,13,0,1,1,account
acc_000406,2023-11-01,15,10,15,1,1,0,none
acc_000406,2023-12-01,20,27,18,2,1,0,none
acc_000406,2024-01-01,28,19,7,0,1,0,none
acc_000406,2024-02-01,23,24,15,0,1,0,none
acc_000406,2024-03-01,6,36,14,1,1,0,none
acc_000406,2024-04-01,24,21,14,0,1,0,none
acc_000406,2024-05-01,20,33,9,1,1,0,none
acc_000407,2024-01-01,16,1,8,0,1,0,none
acc_000407,2024-02-01,7,0,17,0,1,0,none
acc_000407,2024-03-01,11,1,13,0,1,0,none
acc_000407,2024-04-01,7,2,12,1,1,3,product
acc_000407,2024-05-01,5,0,19,0,1,0,none
acc_000408,2024-04-01,20,30,11,0,1,0,none
acc_000408,2024-05-01,14,20,6,0,1,0,none
acc_000409,2023-10-01,13,11,13,0,1,2,billing
acc_000409,2023-11-01,18,43,9,0,1,0,none
acc_000409,2023-12-01,18,15,10,0,1,0,none
acc_000409,2024-01-01,23,33,8,1,1,0,none
acc_000409,2024-02-01,29,24,14,1,1,0,none
acc_000409,2024-03-01,16,21,12,0,1,0,none
acc_000409,2024-04-01,15,24,17,0,1,0,none
acc_000409,2024-05-01,26,23,14,0,1,0,none
acc_000410,2024-01-01,9,0,7,0,1,0,none
acc_000410,2024-02-01,13,0,16,0,1,0,none
acc_000410,2024-03-01,9,1,16,0,1,0,none
acc_000410,2024-04-01,6,4,2,1,1,0,none
acc_000410,2024-05-01,1,4,0,0,1,0,none
acc_000411,2022-12-01,9,2,6,1,1,0,none
acc_000411,2023-01-01,14,0,14,0,1,0,none
acc_000411,2023-02-01,11,1,17,1,1,0,none
acc_000411,2023-03-01,16,0,6,0,1,0,none
acc_000411,2023-04-01,7,0,14,0,1,0,none
acc_000411,2023-05-01,9,1,24,0,1,0,none
acc_000411,2023-06-01,7,0,8,0,1,0,none
acc_000411,2023-07-01,4,1,9,0,1,0,none
acc_000411,2023-08-01,7,3,7,1,1,0,none
acc_000411,2023-09-01,9,0,10,0,1,0,none
acc_000411,2023-10-01,9,0,5,0,1,0,none
acc_000411,2023-11-01,7,0,10,0,1,0,none
acc_000411,2023-12-01,15,0,4,0,1,0,none
acc_000411,2024-01-01,8,2,1,0,1,0,none
acc_000411,2024-02-01,9,1,16,0,1,0,none
acc_000411,2024-03-01,5,0,9,0,1,0,none
acc_000411,2024-04-01,8,1,12,1,1,0,none
acc_000411,2024-05-01,13,0,4,0,1,0,none
acc_000412,2024-05-01,8,1,7,0,2,0,none
acc_000413,2023-01-01,26,22,22,1,1,0,none
acc_000413,2023-02-01,20,42,6,0,1,0,none
acc_000413,2023-03-01,22,24,13,0,1,3,account
acc_000413,2023-04-01,14,30,17,0,1,0,none
acc_000413,2023-05-01,13,24,10,1,1,0,none
acc_000413,2023-06-01,15,33,19,1,1,0,none
acc_000413,2023-07-01,25,9,15,0,1,0,none
acc_000413,2023-08-01,19,19,11,1,1,0,none
acc_000413,2023-09-01,16,9,7,0,1,3,billing
acc_000413,2023-10-01,16,20,20,0,1,0,none
acc_000413,2023-11-01,20,30,9,0,1,0,none
acc_000413,2023-12-01,14,22,10,1,1,0,none
acc_000413,2024-01-01,17,28,5,1,1,0,none
acc_000413,2024-02-01,27,24,0,2,1,0,none
acc_000413,2024-03-01,11,35,0,1,1,0,none
acc_000413,2024-04-01,16,33,14,1,1,0,none
acc_000413,2024-05-01,19,22,16,1,1,1,none
acc_000414,2024-03-01,14,26,25,1,2,0,none
acc_000414,2024-04-01,18,14,19,0,1,0,none
acc_000414,2024-05-01,23,30,9,0,1,0,none
acc_000415,2024-05-01,19,10,13,1,1,0,none
acc_000416,2023-07-01,18,22,11,0,1,0,none
acc_000416,2023-08-01,14,14,10,1,1,0,none
acc_000416,2023-09-01,18,26,14,0,1,0,none
acc_000416,2023-10-01,25,19,7,0,1,0,none
acc_000416,2023-11-01,12,18,9,1,1,0,none
acc_000416,2023-12-01,25,13,15,1,1,0,none
acc_000416,2024-01-01,21,18,18,1,1,0,none
acc_000416,2024-02-01,27,41,16,0,1,0,none
acc_000416,2024-03-01,19,27,16,1,1,0,none
acc_000416,2024-04-01,24,25,14,0,1,0,none
acc_000416,2024-05-01,14,21,17,1,1,0,none
acc_000417,2023-07-01,9,22,16,0,1,0,none
acc_000417,2023-08-01,24,26,14,3,1,0,none
acc_000417,2023-09-01,20,30,6,2,1,3,product
acc_000417,2023-10-01,18,21,12,1,1,0,none
acc_000417,2023-11-01,27,16,12,0,1,0,none
acc_000417,2023-12-01,18,35,22,1,1,0,none
acc_000417,2024-01-01,21,22,10,0,1,0,none
acc_000417,2024-02-01,12,22,13,1,1,0,none
acc_000417,2024-03-01,21,38,16,2,1,0,none
acc_000417,2024-04-01,23,28,17,1,1,0,none
acc_000417,2024-05-01,16,22,16,2,1,0,none
acc_000418,2024-04-01,17,22,17,0,1,0,none
acc_000418,2024-05-01,28,6,0,0,1,0,none
acc_000419,2024-04-01,7,3,2,0,1,0,none
acc_000419,2024-05-01,12,1,2,0,1,0,none
acc_000420,2023-11-01,7,0,7,0,1,0,none
acc_000420,2023-12-01,15,0,6,0,1,2,product
acc_000420,2024-01-01,14,0,8,0,1,1,product
acc_000420,2024-02-01,12,0,19,0,1,0,none
acc_000420,2024-03-01,14,2,21,1,1,0,none
acc_000420,2024-04-01,7,1,1,0,1,0,none
acc_000420,2024-05-01,17,0,5,0,1,0,none
acc_000421,2022-12-01,21,8,18,1,1,0,none
acc_000421,2023-01-01,18,25,5,0,1,0,none
acc_000421,2023-02-01,19,22,10,0,1,0,none
acc_000421,2023-03-01,20,7,13,0,1,0,none
acc_000421,2023-04-01,17,22,9,0,1,0,none
acc_000421,2023-05-01,15,20,11,0,1,0,none
acc_000421,2023-06-01,13,20,20,0,1,0,none
acc_000421,2023-07-01,17,23,9,1,1,0,none
acc_000421,2023-08-01,16,16,7,1,1,0,none
acc_000421,2023-09-01,11,26,7,0,1,0,none
acc_000421,2023-10-01,21,15,16,1,1,0,none
acc_000421,2023-11-01,20,33,17,0,1,0,none
acc_000421,2023-12-01,14,32,13,0,1,0,none
acc_000421,2024-01-01,22,21,10,0,1,0,none
acc_000421,2024-02-01,11,32,10,0,1,0,none
acc_000421,2024-03-01,17,21,9,0,1,0,none
acc_000421,2024-04-01,22,16,10,3,1,0,none
acc_000421,2024-05-01,15,35,9,0,1,0,none
acc_000422,2023-08-01,4,2,8,0,1,0,none
acc_000422,2023-09-01,11,1,23,0,1,0,none
acc_000422,2023-10-01,8,1,7,1,1,0,none
acc_000422,2023-11-01,6,0,8,0,1,0,none
acc_000422,2023-12-01,10,2,5,1,1,2,product
acc_000422,2024-01-01,4,0,11,0,1,0,none
acc_000422,2024-02-01,8,0,12,0,1,0,none
acc_000422,2024-03-01,8,0,13,0,1,0,none
acc_000422,2024-04-01,10,0,1,0,1,0,none
acc_000422,2024-05-01,6,0,15,0,1,0,none
acc_000423,2022-12-01,1,0,15,0,1,0,none
acc_000423,2023-01-01,17,0,15,0,3,0,none
acc_000423,2023-02-01,12,0,7,0,2,0,none
acc_000423,2023-03-01,8,0,7,0,2,0,none
acc_000423,2023-04-01,6,1,15,0,1,0,none
acc_000423,2023-05-01,11,0,6,0,1,2,product
acc_000423,2023-06-01,7,1,18,0,2,0,none
acc_000423,2023-07-01,13,1,9,0,1,0,none
acc_000423,2023-08-01,3,0,12,0,1,0,none
acc_000423,2023-09-01,11,0,7,0,2,0,none
acc_000423,2023-10-01,11,0,8,0,1,0,none
acc_000423,2023-11-01,8,1,7,0,1,0,none
acc_000423,2023-12-01,15,1,9,1,1,0,none
acc_000423,2024-01-01,4,0,1,0,1,0,none
acc_000423,2024-02-01,6,0,10,0,2,1,product
acc_000423,2024-03-01,7,1,17,0,1,0,none
acc_000423,2024-04-01,16,2,14,1,2,0,none
acc_000423,2024-05-01,7,2,9,2,1,1,none
acc_000424,2023-12-01,14,35,12,0,1,3,product
acc_000424,2024-01-01,26,33,20,0,1,2,product
acc_000424,2024-02-01,21,22,16,0,1,0,none
acc_000424,2024-03-01,27,11,12,0,1,3,product
acc_000424,2024-04-01,14,24,17,0,1,0,none
acc_000424,2024-05-01,1,20,23,2,1,0,none
acc_000425,2023-08-01,11,20,10,2,1,0,none
acc_000425,2023-09-01,29,28,18,1,1,0,none
acc_000425,2023-10-01,24,24,15,0,1,0,none
acc_000425,2023-11-01,9,19,13,0,3,0,none
acc_000425,2023-12-01,22,7,18,0,2,0,none
acc_000425,2024-01-01,8,27,13,0,1,0,none
acc_000425,2024-02-01,13,14,22,0,2,2,product
acc_000425,2024-03-01,23,32,16,1,1,0,none
acc_000425,2024-04-01,23,35,18,1,1,0,none
acc_000425,2024-05-01,20,21,14,0,3,0,none
acc_000426,2023-06-01,21,28,14,1,1,0,none
acc_000426,2023-07-01,16,35,15,0,1,0,none
acc_000426,2023-08-01,16,43,15,0,1,0,none
acc_000426,2023-09-01,10,24,15,0,1,0,none
acc_000426,2023-10-01,22,31,14,2,1,0,none
acc_000426,2023-11-01,13,24,16,1,1,0,none
acc_000426,2023-12-01,19,30,11,1,1,3,billing
acc_000426,2024-01-01,13,27,12,1,1,0,none
acc_000426,2024-02-01,18,43,13,1,1,0,none
acc_000426,2024-03-01,20,8,20,0,1,0,none
acc_000426,2024-04-01,11,15,14,1,1,0,none
acc_000426,2024-05-01,20,34,14,1,1,0,none
acc_000427,2023-01-01,18,19,7,1,1,0,none
acc_000427,2023-02-01,15,15,14,1,1,0,none
acc_000427,2023-03-01,21,11,3,1,1,1,product
acc_000427,2023-04-01,6,23,4,0,1,0,none
acc_000427,2023-05-01,18,35,15,0,1,0,none
acc_000427,2023-06-01,16,29,16,0,1,0,none
acc_000427,2023-07-01,19,21,19,1,1,1,product
acc_000427,2023-08-01,24,20,8,0,1,0,none
acc_000427,2023-09-01,18,32,17,0,1,0,none
acc_000427,2023-10-01,15,29,4,2,1,0,none
acc_000427,2023-11-01,26,21,14,2,1,0,none
acc_000427,2023-12-01,26,17,15,0,1,0,none
acc_000427,2024-01-01,19,30,14,1,1,0,none
acc_000427,2024-02-01,18,31,9,0,1,0,none
acc_000427,2024-03-01,26,23,15,1,1,1,product
acc_000427,2024-04-01,2,2,0,0,1,0,none
acc_000427,2024-05-01,1,2,3,0,1,0,none
acc_000428,2024-03-01,9,0,16,0,1,1,product
acc_000428,2024-04-01,10,0,15,0,1,0,none
acc_000428,2024-05-01,12,1,13,0,1,0,none
acc_000429,2024-01-01,20,24,4,3,1,0,none
acc_000429,2024-02-01,29,30,14,1,1,0,none
acc_000429,2024-03-01,16,27,9,1,1,0,none
acc_000429,2024-04-01,15,8,16,2,1,0,none
acc_000429,2024-05-01,26,27,10,1,1,0,none
acc_000430,2024-01-01,21,23,15,0,1,2,none
acc_000430,2024-02-01,14,32,17,0,1,0,none
acc_000430,2024-03-01,20,22,12,0,1,0,none
acc_000430,2024-04-01,15,36,11,1,1,0,none
acc_000430,2024-05-01,23,29,15,1,1,1,product
acc_000431,2022-12-01,15,31,4,2,1,0,none
acc_000431,2023-01-01,22,12,17,1,1,0,none
acc_000431,2023-02-01,16,18,9,2,1,0,none
acc_000431,2023-03-01,20,21,16,0,1,0,none
acc_000431,2023-04-01,7,17,11,1,1,0,none
acc_000431,2023-05-01,21,24,15,2,1,0,none
acc_000431,2023-06-01,13,36,8,2,1,0,none
acc_000431,2023-07-01,22,21,13,1,1,0,none
acc_000431,2023-08-01,21,10,20,1,1,0,none
acc_000431,2023-09-01,17,29,10,0,1,0,none
acc_000431,2023-10-01,20,20,15,2,1,0,none
acc_000431,2023-11-01,20,30,2,0,1,0,none
acc_000431,2023-12-01,19,23,15,0,1,0,none
acc_000431,2024-01-01,18,22,11,0,1,0,none
acc_000431,2024-02-01,16,42,8,1,1,0,none
acc_000431,2024-03-01,24,27,1,0,1,0,none
acc_000431,2024-04-01,20,29,16,0,1,0,none
acc_000431,2024-05-01,17,21,10,1,1,1,product
acc_000432,2023-02-01,16,30,20,2,1,0,none
acc_000432,2023-03-01,18,14,0,0,1,0,none
acc_000432,2023-04-01,19,20,18,4,1,0,none
acc_000432,2023-05-01,12,22,13,0,1,0,none
acc_000432,2023-06-01,26,27,22,1,1,0,none
acc_000432,2023-07-01,26,20,7,3,1,0,none
acc_000432,2023-08-01,14,27,22,2,1,0,none
acc_000432,2023-09-01,18,10,11,0,1,0,none
acc_000432,2023-10-01,15,20,10,1,1,1,product
acc_000432,2023-11-01,21,17,16,0,1,0,none
acc_000432,2023-12-01,19,30,24,0,1,0,none
acc_000432,2024-01-01,18,19,15,0,1,0,none
acc_000432,2024-02-01,15,30,12,0,1,0,none
acc_000432,2024-03-01,18,28,10,0,1,0,none
acc_000432,2024-04-01,23,19,9,0,1,0,none
acc_000432,2024-05-01,7,21,8,0,1,0,none
acc_000433,2024-01-01,21,19,20,2,1,0,none
acc_000433,2024-02-01,13,29,14,2,1,0,none
acc_000433,2024-03-01,20,38,19,0,1,3,product
acc_000433,2024-04-01,13,28,17,2,1,0,none
acc_000433,2024-05-01,14,19,11,0,1,0,none
acc_000434,2024-03-01,7,2,11,0,1,0,none
acc_000434,2024-04-01,11,0,6,0,1,0,none
acc_000434,2024-05-01,4,0,8,0,1,0,none
acc_000435,2023-08-01,7,1,4,0,1,0,none
acc_000435,2023-09-01,1,0,13,0,1,0,none
acc_000435,2023-10-01,14,1,9,1,1,0,none
acc_000435,2023-11-01,1,2,15,0,1,0,none
acc_000435,2023-12-01,10,0,5,0,1,0,none
acc_000435,2024-01-01,8,0,7,0,1,0,none
acc_000435,2024-02-01,13,2,13,2,1,1,account
acc_000435,2024-03-01,8,0,12,0,1,0,none
acc_000435,2024-04-01,6,2,0,0,1,0,none
acc_000435,2024-05-01,7,4,0,0,1,0,none
acc_000436,2022-12-01,5,0,12,0,1,1,billing
acc_000436,2023-01-01,12,0,5,0,1,2,product
acc_000436,2023-02-01,19,0,18,0,1,0,none
acc_000436,2023-03-01,5,0,12,0,1,0,none
acc_000436,2023-04-01,6,0,6,0,1,0,none
acc_000436,2023-05-01,17,1,1,1,1,0,none
acc_000436,2023-06-01,7,0,11,0,1,0,none
acc_000436,2023-07-01,9,0,9,0,1,0,none
acc_000436,2023-08-01,10,2,3,0,1,3,product
acc_000436,2023-09-01,7,0,7,0,1,0,none
acc_000436,2023-10-01,10,2,8,1,1,0,none
acc_000436,2023-11-01,9,0,2,0,1,0,none
acc_000436,2023-12-01,1,0,16,0,1,0,none
acc_000436,2024-01-01,17,0,4,0,1,0,none
acc_000436,2024-02-01,4,0,14,0,1,0,none
acc_000436,2024-03-01,6,1,10,0,1,0,none
acc_000436,2024-04-01,3,0,3,0,1,0,none
acc_000436,2024-05-01,8,1,8,1,1,0,none
acc_000437,2023-06-01,11,1,6,0,1,2,billing
acc_000437,2023-07-01,3,0,17,0,1,0,none
acc_000437,2023-08-01,10,0,12,0,1,0,none
acc_000437,2023-09-01,6,0,9,0,1,0,none
acc_000437,2023-10-01,13,0,7,0,1,0,none
acc_000437,2023-11-01,7,0,2,0,1,0,none
acc_000437,2023-12-01,9,2,6,0,1,0,none
acc_000437,2024-01-01,11,0,10,0,1,1,product
acc_000437,2024-02-01,11,0,3,0,1,0,none
acc_000437,2024-03-01,17,0,4,0,1,0,none
acc_000437,2024-04-01,9,2,5,2,1,0,none
acc_000437,2024-05-01,14,2,4,0,1,0,none
acc_000438,2024-05-01,1,1,1,0,1,1,billing
acc_000439,2022-12-01,19,25,9,1,1,0,none
acc_000439,2023-01-01,11,29,17,2,1,0,none
acc_000439,2023-02-01,23,29,16,0,1,0,none
acc_000439,2023-03-01,12,42,19,1,1,0,none
acc_000439,2023-04-01,15,22,5,0,1,0,none
